pair_key,annotator,breed,emotion,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,kp4_x,kp4_y,kp4_v,kp5_x,kp5_y,kp5_v,kp6_x,kp6_y,kp6_v,kp7_x,kp7_y,kp7_v,kp8_x,kp8_y,kp8_v,kp9_x,kp9_y,kp9_v,kp10_x,kp10_y,kp10_v,kp11_x,kp11_y,kp11_v,kp12_x,kp12_y,kp12_v,kp13_x,kp13_y,kp13_v,kp14_x,kp14_y,kp14_v,kp15_x,kp15_y,kp15_v,kp16_x,kp16_y,kp16_v,kp17_x,kp17_y,kp17_v,kp18_x,kp18_y,kp18_v,kp19_x,kp19_y,kp19_v,kp20_x,kp20_y,kp20_v,kp21_x,kp21_y,kp21_v,kp22_x,kp22_y,kp22_v,kp23_x,kp23_y,kp23_v,kp24_x,kp24_y,kp24_v,kp25_x,kp25_y,kp25_v,kp26_x,kp26_y,kp26_v,kp27_x,kp27_y,kp27_v,kp28_x,kp28_y,kp28_v,kp29_x,kp29_y,kp29_v,kp30_x,kp30_y,kp30_v,kp31_x,kp31_y,kp31_v,kp32_x,kp32_y,kp32_v,kp33_x,kp33_y,kp33_v,kp34_x,kp34_y,kp34_v,kp35_x,kp35_y,kp35_v,kp36_x,kp36_y,kp36_v,kp37_x,kp37_y,kp37_v,kp38_x,kp38_y,kp38_v,kp39_x,kp39_y,kp39_v,kp40_x,kp40_y,kp40_v,kp41_x,kp41_y,kp41_v,kp42_x,kp42_y,kp42_v,kp43_x,kp43_y,kp43_v,kp44_x,kp44_y,kp44_v,kp45_x,kp45_y,kp45_v,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
DOGS/dog_35290086/dog_35290086_t0_000174.jpg,masha,Border collie,neutral,-0.067168,-0.153508,0.8698,0.027714,-0.149041,0.7499,-0.083234,-0.193055,0.9288,0.05757,-0.186254,0.8574,-0.108977,-0.226235,0.9196,0.096139,-0.203379,0.9393,-0.158598,-0.246112,0.9916,0.148976,-0.200011,1.015,-0.169448,-0.177318,0.9315,0.112709,-0.175652,0.9047,-0.167559,-0.113418,0.8194,0.104738,-0.145317,0.8616,-0.152237,-0.047018,0.4386,0.104228,-0.105206,0.7606,-0.042934,-0.060413,0.8354,0.00088,-0.068073,0.8124,-0.057806,0.00303,0.9442,0.03557,-0.013087,0.9442,-0.090619,0.001378,0.9727,0.064533,-0.025913,0.9958,-0.076023,-0.013311,0.9633,0.045876,-0.032502,0.9967,-0.073535,0.016251,0.9468,0.054054,-0.008126,0.968,-0.000895,0.030988,1.0088,0.010786,0.077231,0.9809,-0.013152,0.086372,0.9874,0.03615,0.07868,0.9853,-0.024631,0.041052,0.9639,0.023939,0.032352,0.9796,-0.066547,0.05184,0.9462,0.058602,0.026197,0.9224,0.016841,0.106014,0.975,-0.009884,0.111272,1.0094,0.041584,0.102316,0.9805,0.021268,0.128583,0.9981,-0.03133,0.110003,0.919,0.058377,0.095751,0.9726,0.022967,0.138773,1.0031,-0.054388,0.107723,0.8756,0.07433,0.088724,0.961,0.031943,0.21331,1.0374,0.034197,0.227014,1.0071,-0.016858,0.1425,0.9664,0.056739,0.128592,0.933,0.029039,0.189946,0.9026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35290086/dog_35290086_t0_000261.jpg,masha,Border collie,neutral,-0.067168,-0.153508,0.8698,0.027714,-0.149041,0.7499,-0.083234,-0.193055,0.9288,0.05757,-0.186254,0.8574,-0.108977,-0.226235,0.9196,0.096139,-0.203379,0.9393,-0.158598,-0.246112,0.9916,0.148976,-0.200011,1.015,-0.169448,-0.177318,0.9315,0.112709,-0.175652,0.9047,-0.167559,-0.113418,0.8194,0.104738,-0.145317,0.8616,-0.152237,-0.047018,0.4386,0.104228,-0.105206,0.7606,-0.042934,-0.060413,0.8354,0.00088,-0.068073,0.8124,-0.057806,0.00303,0.9442,0.03557,-0.013087,0.9442,-0.090619,0.001378,0.9727,0.064533,-0.025913,0.9958,-0.076023,-0.013311,0.9633,0.045876,-0.032502,0.9967,-0.073535,0.016251,0.9468,0.054054,-0.008126,0.968,-0.000895,0.030988,1.0088,0.010786,0.077231,0.9809,-0.013152,0.086372,0.9874,0.03615,0.07868,0.9853,-0.024631,0.041052,0.9639,0.023939,0.032352,0.9796,-0.066547,0.05184,0.9462,0.058602,0.026197,0.9224,0.016841,0.106014,0.975,-0.009884,0.111272,1.0094,0.041584,0.102316,0.9805,0.021268,0.128583,0.9981,-0.03133,0.110003,0.919,0.058377,0.095751,0.9726,0.022967,0.138773,1.0031,-0.054388,0.107723,0.8756,0.07433,0.088724,0.961,0.031943,0.21331,1.0374,0.034197,0.227014,1.0071,-0.016858,0.1425,0.9664,0.056739,0.128592,0.933,0.029039,0.189946,0.9026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35290086/dog_35290086_t0_000348.jpg,masha,Border collie,neutral,-0.067168,-0.153508,0.8698,0.027714,-0.149041,0.7499,-0.083234,-0.193055,0.9288,0.05757,-0.186254,0.8574,-0.108977,-0.226235,0.9196,0.096139,-0.203379,0.9393,-0.158598,-0.246112,0.9916,0.148976,-0.200011,1.015,-0.169448,-0.177318,0.9315,0.112709,-0.175652,0.9047,-0.167559,-0.113418,0.8194,0.104738,-0.145317,0.8616,-0.152237,-0.047018,0.4386,0.104228,-0.105206,0.7606,-0.042934,-0.060413,0.8354,0.00088,-0.068073,0.8124,-0.057806,0.00303,0.9442,0.03557,-0.013087,0.9442,-0.090619,0.001378,0.9727,0.064533,-0.025913,0.9958,-0.076023,-0.013311,0.9633,0.045876,-0.032502,0.9967,-0.073535,0.016251,0.9468,0.054054,-0.008126,0.968,-0.000895,0.030988,1.0088,0.010786,0.077231,0.9809,-0.013152,0.086372,0.9874,0.03615,0.07868,0.9853,-0.024631,0.041052,0.9639,0.023939,0.032352,0.9796,-0.066547,0.05184,0.9462,0.058602,0.026197,0.9224,0.016841,0.106014,0.975,-0.009884,0.111272,1.0094,0.041584,0.102316,0.9805,0.021268,0.128583,0.9981,-0.03133,0.110003,0.919,0.058377,0.095751,0.9726,0.022967,0.138773,1.0031,-0.054388,0.107723,0.8756,0.07433,0.088724,0.961,0.031943,0.21331,1.0374,0.034197,0.227014,1.0071,-0.016858,0.1425,0.9664,0.056739,0.128592,0.933,0.029039,0.189946,0.9026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35290086/dog_35290086_t0_000435.jpg,masha,Border collie,neutral,-0.067168,-0.153508,0.8698,0.027714,-0.149041,0.7499,-0.083234,-0.193055,0.9288,0.05757,-0.186254,0.8574,-0.108977,-0.226235,0.9196,0.096139,-0.203379,0.9393,-0.158598,-0.246112,0.9916,0.148976,-0.200011,1.015,-0.169448,-0.177318,0.9315,0.112709,-0.175652,0.9047,-0.167559,-0.113418,0.8194,0.104738,-0.145317,0.8616,-0.152237,-0.047018,0.4386,0.104228,-0.105206,0.7606,-0.042934,-0.060413,0.8354,0.00088,-0.068073,0.8124,-0.057806,0.00303,0.9442,0.03557,-0.013087,0.9442,-0.090619,0.001378,0.9727,0.064533,-0.025913,0.9958,-0.076023,-0.013311,0.9633,0.045876,-0.032502,0.9967,-0.073535,0.016251,0.9468,0.054054,-0.008126,0.968,-0.000895,0.030988,1.0088,0.010786,0.077231,0.9809,-0.013152,0.086372,0.9874,0.03615,0.07868,0.9853,-0.024631,0.041052,0.9639,0.023939,0.032352,0.9796,-0.066547,0.05184,0.9462,0.058602,0.026197,0.9224,0.016841,0.106014,0.975,-0.009884,0.111272,1.0094,0.041584,0.102316,0.9805,0.021268,0.128583,0.9981,-0.03133,0.110003,0.919,0.058377,0.095751,0.9726,0.022967,0.138773,1.0031,-0.054388,0.107723,0.8756,0.07433,0.088724,0.961,0.031943,0.21331,1.0374,0.034197,0.227014,1.0071,-0.016858,0.1425,0.9664,0.056739,0.128592,0.933,0.029039,0.189946,0.9026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35290088/dog_35290088_t0_000058.jpg,masha,Bernese mountain dog,surprise,-0.0677,-0.11285,0.9716,0.044902,-0.117822,0.9945,-0.10466,-0.149672,0.9981,0.073539,-0.170117,0.9682,-0.135193,-0.172939,0.9995,0.102647,-0.200913,0.9875,-0.188401,-0.214676,0.9742,0.135512,-0.251459,1.0034,-0.182814,-0.138535,0.9526,0.156508,-0.172212,0.9903,-0.185932,-0.077008,0.8873,0.160674,-0.111031,0.8668,-0.161715,0.005731,0.8236,0.148617,-0.04054,0.8649,-0.024801,-0.066197,0.9096,0.014029,-0.069185,0.9159,-0.05006,0.002009,0.9978,0.054399,-0.004633,0.9684,-0.082158,0.000316,0.9668,0.082945,-0.010378,0.9455,-0.066964,-0.012618,0.9698,0.067195,-0.02274,0.9749,-0.066581,0.01351,0.9571,0.072045,0.005602,0.9615,0.001851,0.014312,0.9101,0.003894,0.059094,0.9291,-0.023086,0.069158,0.8659,0.033468,0.063385,0.8963,-0.022511,0.022229,0.9453,0.02762,0.019663,0.9405,-0.065565,0.048316,0.9389,0.076058,0.039215,0.9364,0.007651,0.098695,0.9077,-0.025076,0.101323,0.9401,0.040307,0.095409,0.9115,0.011826,0.133196,0.9579,-0.048352,0.104846,0.7555,0.063066,0.095125,0.8147,0.013074,0.147231,0.9183,-0.058358,0.123112,0.7083,0.077428,0.109506,0.7804,0.019071,0.205836,0.9999,0.021372,0.220629,0.9276,-0.02425,0.150305,0.8804,0.050635,0.143814,0.9183,0.016875,0.187458,0.9479,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35290088/dog_35290088_t0_000145.jpg,masha,Bernese mountain dog,surprise,-0.0677,-0.11285,0.9716,0.044902,-0.117822,0.9945,-0.10466,-0.149672,0.9981,0.073539,-0.170117,0.9682,-0.135193,-0.172939,0.9995,0.102647,-0.200913,0.9875,-0.188401,-0.214676,0.9742,0.135512,-0.251459,1.0034,-0.182814,-0.138535,0.9526,0.156508,-0.172212,0.9903,-0.185932,-0.077008,0.8873,0.160674,-0.111031,0.8668,-0.161715,0.005731,0.8236,0.148617,-0.04054,0.8649,-0.024801,-0.066197,0.9096,0.014029,-0.069185,0.9159,-0.05006,0.002009,0.9978,0.054399,-0.004633,0.9684,-0.082158,0.000316,0.9668,0.082945,-0.010378,0.9455,-0.066964,-0.012618,0.9698,0.067195,-0.02274,0.9749,-0.066581,0.01351,0.9571,0.072045,0.005602,0.9615,0.001851,0.014312,0.9101,0.003894,0.059094,0.9291,-0.023086,0.069158,0.8659,0.033468,0.063385,0.8963,-0.022511,0.022229,0.9453,0.02762,0.019663,0.9405,-0.065565,0.048316,0.9389,0.076058,0.039215,0.9364,0.007651,0.098695,0.9077,-0.025076,0.101323,0.9401,0.040307,0.095409,0.9115,0.011826,0.133196,0.9579,-0.048352,0.104846,0.7555,0.063066,0.095125,0.8147,0.013074,0.147231,0.9183,-0.058358,0.123112,0.7083,0.077428,0.109506,0.7804,0.019071,0.205836,0.9999,0.021372,0.220629,0.9276,-0.02425,0.150305,0.8804,0.050635,0.143814,0.9183,0.016875,0.187458,0.9479,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35290089/dog_35290089_t0_000087.jpg,masha,Border collie,relaxed,-0.092197,-0.14531,0.8334,0.05396,-0.146878,0.7383,-0.124748,-0.167054,0.9152,0.092421,-0.170196,0.9477,-0.161184,-0.185361,0.969,0.123666,-0.197516,0.9733,-0.196969,-0.213177,0.8105,0.158282,-0.239251,1.0014,-0.192404,-0.144132,0.9199,0.144062,-0.1756,0.8883,-0.183968,-0.101875,0.8821,0.130605,-0.127374,0.9018,-0.16343,-0.053735,0.8414,0.111572,-0.075818,0.4358,-0.019819,-0.071253,0.8619,0.01932,-0.071283,0.8237,-0.041034,-0.004508,1.0047,0.048368,-0.007359,0.9714,-0.078663,-0.015812,0.9807,0.075788,-0.016656,0.9764,-0.057235,-0.023675,0.9862,0.060894,-0.026146,0.9922,-0.061638,0.001764,0.9423,0.063948,0.000347,0.9523,0.010437,0.03331,0.9754,0.019139,0.07647,0.9878,-0.007539,0.079551,0.9736,0.044762,0.083255,0.9514,-0.014134,0.037575,0.9829,0.033903,0.038346,1.0031,-0.060647,0.033116,0.9432,0.06227,0.03166,0.9774,0.02134,0.10344,0.9465,-0.008281,0.103355,1.0071,0.048421,0.10548,0.9975,0.020293,0.12468,0.9875,-0.033233,0.096215,0.8805,0.060835,0.101701,0.988,0.019438,0.133046,0.961,-0.070702,0.089228,0.7705,0.070548,0.091577,0.8949,0.010577,0.205939,0.9835,0.010276,0.216458,0.932,-0.02965,0.124289,0.9409,0.05102,0.130529,0.9165,0.010469,0.192629,0.899,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
DOGS/dog_35290089/dog_35290089_t0_000174.jpg,masha,Border collie,relaxed,-0.067735,-0.122678,1.0581,0.040582,-0.130987,0.9731,-0.117452,-0.175879,0.8028,0.084252,-0.17441,0.9683,-0.197829,-0.201752,0.7005,0.13086,-0.206075,0.9936,-0.248164,-0.188992,0.7649,0.174784,-0.238418,0.9945,-0.217544,-0.134308,0.8246,0.182046,-0.165428,0.997,-0.208567,-0.075327,0.8671,0.171927,-0.096242,0.83,-0.170758,-0.016473,0.856,0.141474,-0.003169,0.7352,-0.021561,-0.069637,0.9686,0.018393,-0.069442,0.9233,-0.051504,0.000621,0.9644,0.051512,-0.002055,0.9924,-0.08988,-0.006835,0.9725,0.086315,-0.008956,0.9698,-0.070161,-0.018636,0.9751,0.068628,-0.023365,0.9889,-0.072047,0.011283,0.9712,0.071153,0.009575,0.9875,0.004628,0.016798,0.9709,0.009864,0.046217,0.9694,-0.018663,0.053019,0.9607,0.037603,0.051417,0.9521,-0.019754,0.023246,0.9964,0.029272,0.020216,1.0156,-0.070221,0.044968,0.9957,0.071849,0.041644,0.9805,0.012189,0.075631,0.9352,-0.021272,0.077059,1.0016,0.044332,0.076137,0.962,0.012566,0.105799,1.0237,-0.044309,0.088004,0.8915,0.062079,0.087263,0.9377,0.012216,0.124001,0.9876,-0.07424,0.105573,0.9552,0.079387,0.09884,0.8671,0.009788,0.195365,0.8355,0.009065,0.200761,0.7784,-0.038003,0.136119,1.0622,0.054599,0.135412,0.9588,0.00944,0.205877,1.0619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35290089/dog_35290089_t0_000261.jpg,masha,Border collie,relaxed,-0.092197,-0.14531,0.8334,0.05396,-0.146878,0.7383,-0.124748,-0.167054,0.9152,0.092421,-0.170196,0.9477,-0.161184,-0.185361,0.969,0.123666,-0.197516,0.9733,-0.196969,-0.213177,0.8105,0.158282,-0.239251,1.0014,-0.192404,-0.144132,0.9199,0.144062,-0.1756,0.8883,-0.183968,-0.101875,0.8821,0.130605,-0.127374,0.9018,-0.16343,-0.053735,0.8414,0.111572,-0.075818,0.4358,-0.019819,-0.071253,0.8619,0.01932,-0.071283,0.8237,-0.041034,-0.004508,1.0047,0.048368,-0.007359,0.9714,-0.078663,-0.015812,0.9807,0.075788,-0.016656,0.9764,-0.057235,-0.023675,0.9862,0.060894,-0.026146,0.9922,-0.061638,0.001764,0.9423,0.063948,0.000347,0.9523,0.010437,0.03331,0.9754,0.019139,0.07647,0.9878,-0.007539,0.079551,0.9736,0.044762,0.083255,0.9514,-0.014134,0.037575,0.9829,0.033903,0.038346,1.0031,-0.060647,0.033116,0.9432,0.06227,0.03166,0.9774,0.02134,0.10344,0.9465,-0.008281,0.103355,1.0071,0.048421,0.10548,0.9975,0.020293,0.12468,0.9875,-0.033233,0.096215,0.8805,0.060835,0.101701,0.988,0.019438,0.133046,0.961,-0.070702,0.089228,0.7705,0.070548,0.091577,0.8949,0.010577,0.205939,0.9835,0.010276,0.216458,0.932,-0.02965,0.124289,0.9409,0.05102,0.130529,0.9165,0.010469,0.192629,0.899,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
DOGS/dog_35290089/dog_35290089_t0_000435.jpg,masha,Border collie,surprise,-0.113011,-0.157674,0.9245,0.05185,-0.181758,0.7697,-0.15016,-0.175223,0.9074,0.091408,-0.185294,0.5119,-0.188087,-0.185195,0.94,0.123484,-0.1527,0.4674,-0.227037,-0.199544,0.9104,0.162002,-0.141793,0.7247,-0.217373,-0.144486,0.9262,0.15831,-0.129716,0.6683,-0.205351,-0.116957,0.9356,0.145999,-0.119007,0.8079,-0.16193,-0.086383,0.8267,0.118357,-0.108799,0.695,-0.032116,-0.090151,0.895,0.008621,-0.094381,0.8725,-0.045569,-0.013169,0.9779,0.047743,-0.027487,0.9167,-0.084633,-0.023407,0.9463,0.0787,-0.042549,0.975,-0.064728,-0.03508,0.9812,0.059508,-0.051666,0.9572,-0.065751,-0.002814,0.9872,0.067834,-0.020553,0.9937,0.015342,0.023048,0.9636,0.030374,0.068191,0.9813,0.002059,0.073993,0.9366,0.059452,0.074681,1.016,-0.01042,0.028702,0.974,0.041695,0.026574,0.9762,-0.058723,0.0282,0.9424,0.071083,0.014435,0.9805,0.037043,0.096148,0.9591,0.004909,0.099037,0.996,0.066782,0.096889,0.9512,0.039573,0.119759,0.9763,-0.021342,0.095703,0.9305,0.079111,0.093242,0.971,0.040033,0.12945,1.0091,-0.053827,0.095935,0.9019,0.088186,0.080761,0.9331,0.042717,0.193165,1.0101,0.043433,0.201707,0.9897,-0.010813,0.127422,0.9024,0.074119,0.125952,0.9467,0.041434,0.185805,0.9923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DOGS/dog_35290091/dog_35290091_t0_000058.jpg,masha,Border collie,fearful,-0.091045,-0.105652,0.9391,0.021818,-0.104724,0.9553,-0.127565,-0.16578,0.9772,0.065375,-0.142654,0.9634,-0.175053,-0.203926,0.9439,0.116558,-0.163828,0.9501,-0.250227,-0.233693,0.997,0.179722,-0.181648,0.9966,-0.234417,-0.145821,0.9846,0.142619,-0.123502,1.0098,-0.232975,-0.077054,0.9288,0.135876,-0.057207,0.8378,-0.211798,-0.004161,0.7192,0.114842,0.024891,0.6989,-0.031335,-0.06533,0.9502,0.008356,-0.067204,0.8895,-0.054622,-0.00503,1.0098,0.048374,0.002956,0.9805,-0.090846,-0.008998,0.9215,0.075551,0.00345,0.9003,-0.073363,-0.021323,0.9889,0.061463,-0.009291,0.9299,-0.072362,0.004249,0.9779,0.064407,0.015066,0.9659,0.014563,0.003884,0.9212,0.041461,0.034813,0.973,0.011415,0.041704,0.9467,0.06813,0.041878,0.9717,-0.009936,0.011675,0.9705,0.039373,0.008637,0.9101,-0.070024,0.036591,0.9293,0.071925,0.038779,0.9634,0.046982,0.066699,0.9981,0.01114,0.065976,0.9439,0.075838,0.069345,0.9717,0.042722,0.097137,0.9691,-0.025184,0.075236,0.8181,0.085686,0.085704,0.904,0.037779,0.115,1.0419,-0.077001,0.105396,0.8364,0.089241,0.104673,0.9177,0.031826,0.201436,1.012,0.032431,0.2114,0.9037,-0.023789,0.122318,0.9076,0.068109,0.134218,0.8827,0.032494,0.194345,1.0728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35390209/dog_35390209_t0_000069.jpg,danek,Walker hound,neutral,-0.110652,-0.122823,0.99,0.102873,-0.204469,0.9303,-0.131402,-0.078252,0.9021,0.149762,-0.168617,0.9279,-0.13199,-0.028348,0.7884,0.17273,-0.115083,0.9528,-0.130791,0.039603,1.0003,0.225587,-0.056111,0.9678,-0.11582,0.003606,0.8963,0.244402,-0.130451,0.9221,-0.108774,-0.014028,0.5924,0.206959,-0.179189,0.7513,-0.106151,-0.038261,0.3909,0.122994,-0.197953,0.7871,-0.038654,-0.136359,0.6806,0.004983,-0.144229,0.7564,-0.05454,-0.064,0.9832,0.034866,-0.076245,0.9279,-0.090735,-0.064675,0.9801,0.08109,-0.100014,0.9587,-0.074728,-0.081789,0.9809,0.051231,-0.108301,0.9334,-0.07162,-0.049102,0.9229,0.063268,-0.072374,0.9549,-0.023502,0.021604,0.8631,-0.041844,0.084326,0.9211,-0.064471,0.093767,0.9591,-0.009865,0.083323,0.8501,-0.047905,0.030381,0.846,0.005255,0.025088,0.8046,-0.061631,-0.008895,0.8908,0.067767,-0.028644,0.8746,-0.03919,0.116278,0.9274,-0.062728,0.120679,0.9903,-0.006888,0.109967,0.9042,-0.028023,0.144082,0.9271,-0.06371,0.130812,0.8437,0.04195,0.103224,0.652,-0.022964,0.15301,0.9569,-0.065829,0.118935,0.5779,0.106512,0.080695,0.9392,-0.020317,0.157933,0.9556,-0.018706,0.161124,0.9046,-0.043898,0.166676,0.8599,0.045417,0.147683,0.8036,-0.021599,0.155695,0.9586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35390209/dog_35390209_t1_000276.jpg,danek,Saint Bernard,relaxed,-0.12041,-0.147825,0.9714,0.086178,-0.200667,0.9753,-0.141949,-0.091755,0.8701,0.133279,-0.155974,0.9935,-0.138807,-0.034384,0.7127,0.158945,-0.093478,0.9779,-0.140984,0.03753,0.9986,0.207615,-0.042664,0.9556,-0.130041,-0.015018,0.7321,0.241387,-0.116494,0.9828,-0.122607,-0.040832,0.7309,0.236866,-0.19623,0.9033,-0.113051,-0.071812,0.7237,0.096196,-0.233314,0.8682,-0.039052,-0.12918,0.7853,0.008893,-0.137029,0.7445,-0.057386,-0.056976,0.9501,0.038394,-0.066722,0.99,-0.097542,-0.059346,0.9652,0.085941,-0.09116,0.986,-0.07863,-0.075346,0.9449,0.056484,-0.096213,0.9578,-0.077659,-0.043178,0.9768,0.067207,-0.065053,0.9785,-0.019639,0.018346,0.9575,-0.029736,0.081547,0.927,-0.056366,0.091208,0.9473,0.003858,0.081157,0.9564,-0.047737,0.027464,0.9582,0.011265,0.021106,0.9401,-0.069159,-0.005019,0.9632,0.071501,-0.021046,0.9017,-0.028518,0.114196,0.9655,-0.056131,0.118983,0.995,0.008358,0.109063,0.949,-0.021004,0.142651,0.9952,-0.06252,0.125058,0.91,0.050726,0.103393,0.7462,-0.018091,0.149719,0.9741,-0.069681,0.110124,0.892,0.102206,0.081888,0.9537,-0.016306,0.154173,0.9925,-0.015334,0.156884,0.9904,-0.047382,0.16571,0.98,0.055214,0.149684,0.8729,-0.017178,0.152164,1.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35390210/dog_35390210_t0_000138.jpg,masha,bluetick,happy,-0.12261,-0.153023,0.9494,0.092081,-0.20061,1.0035,-0.135616,-0.093856,0.8352,0.137272,-0.149025,0.9318,-0.131515,-0.034474,0.6503,0.159835,-0.082009,0.971,-0.126413,0.043539,0.9966,0.201566,-0.019299,1.0109,-0.116608,-0.009947,0.9048,0.238934,-0.104145,0.9312,-0.11396,-0.038674,0.7558,0.21995,-0.194732,0.7123,-0.117198,-0.096944,0.8196,0.110846,-0.239646,0.7663,-0.047328,-0.142571,0.789,0.0003,-0.151042,0.7633,-0.062954,-0.06667,0.989,0.031724,-0.082326,0.9807,-0.097915,-0.068095,0.9813,0.075429,-0.107001,0.9854,-0.082523,-0.084801,0.9882,0.047118,-0.114395,0.9828,-0.079486,-0.052275,0.9923,0.058553,-0.079574,0.9821,-0.016801,0.017975,0.9296,-0.022381,0.089768,0.9504,-0.050817,0.099286,0.9895,0.012369,0.090239,0.9216,-0.043457,0.026719,0.9611,0.013445,0.022764,0.9067,-0.066173,-0.012166,0.9772,0.063655,-0.033886,0.8376,-0.017911,0.127622,0.9559,-0.048832,0.133261,0.9724,0.017949,0.123923,0.9611,-0.011153,0.148559,0.9959,-0.062232,0.123875,0.8541,0.054698,0.102194,0.7947,-0.009154,0.152763,1.0009,-0.070104,0.105607,0.7865,0.100684,0.073917,0.9036,-0.005839,0.164727,0.9823,-0.004852,0.16854,0.9374,-0.044987,0.158121,0.8814,0.05259,0.146911,0.8989,-0.007012,0.161544,1.0083,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
DOGS/dog_35605514/dog_35605514_t0_000138.jpg,danek,Labrador retriever,neutral,-0.13087,-0.163321,0.8519,0.082945,-0.206717,0.9341,-0.150451,-0.099804,0.8427,0.136651,-0.152104,0.9261,-0.138597,-0.031833,0.8649,0.149019,-0.078649,0.9202,-0.133046,0.056241,0.9778,0.169846,0.001027,1.0126,-0.173714,-0.023446,0.9362,0.208352,-0.086781,0.9436,-0.179697,-0.102558,0.8646,0.225247,-0.165544,0.9399,-0.139296,-0.178322,0.867,0.100943,-0.232646,0.683,-0.047723,-0.121437,0.6749,0.008772,-0.129517,0.7156,-0.062595,-0.050286,1.0061,0.046374,-0.071082,1.0027,-0.100016,-0.055718,0.9936,0.087647,-0.086362,0.9367,-0.081732,-0.069543,0.9874,0.062706,-0.091864,0.9711,-0.081879,-0.040262,0.9427,0.070234,-0.068674,0.976,-0.006092,0.015695,0.9295,-0.007601,0.078268,0.9743,-0.044762,0.089095,0.9912,0.033985,0.076573,0.9462,-0.040016,0.026609,0.9297,0.028113,0.015852,0.9149,-0.071819,-0.004115,0.9186,0.074724,-0.029517,0.9298,-0.003296,0.114226,0.9304,-0.044606,0.122193,1.0078,0.039976,0.106822,0.9805,0.003148,0.140435,0.9599,-0.058173,0.12028,0.8684,0.06932,0.09792,0.8025,0.005551,0.150662,0.9834,-0.068189,0.105599,0.8148,0.095784,0.092495,0.7365,0.006985,0.157637,0.9754,0.00766,0.16217,0.975,-0.03843,0.156982,0.9374,0.059949,0.144153,0.8955,0.006264,0.15418,1.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35605514/dog_35605514_t0_000207.jpg,danek,Saint Bernard,neutral,-0.126933,-0.162648,0.9188,0.089878,-0.193696,0.9367,-0.155829,-0.09166,0.9416,0.137754,-0.136635,0.9298,-0.147196,-0.024281,0.9183,0.150422,-0.069891,1.0297,-0.146407,0.052371,1.0205,0.182347,0.009126,1.0091,-0.186812,-0.016773,0.9295,0.204129,-0.075598,0.9471,-0.206673,-0.086976,0.9904,0.219666,-0.140991,0.9848,-0.141037,-0.176903,0.8145,0.098255,-0.2146,0.8718,-0.044552,-0.124808,0.6997,0.010918,-0.130049,0.669,-0.062698,-0.052799,0.9868,0.045073,-0.067357,0.983,-0.102774,-0.059393,0.9717,0.088143,-0.079615,0.9755,-0.082603,-0.073284,0.9921,0.062134,-0.089852,0.9653,-0.083386,-0.043222,0.9624,0.069642,-0.06072,0.9819,-0.005863,0.00976,0.9208,-0.002304,0.072012,0.9548,-0.040345,0.082019,0.9338,0.038279,0.070333,0.982,-0.040246,0.019844,0.9011,0.027868,0.00991,0.9385,-0.077608,-0.005192,0.9379,0.073024,-0.022477,0.9449,0.002172,0.10895,0.9453,-0.039539,0.114472,0.9757,0.046706,0.102008,0.9739,0.006974,0.138914,0.9561,-0.062285,0.113509,0.8342,0.071448,0.093117,0.8114,0.00902,0.151578,1.003,-0.078605,0.110974,0.8854,0.094604,0.089916,0.9316,0.010563,0.160315,0.9918,0.011627,0.165966,0.9542,-0.040763,0.155522,0.8232,0.061897,0.14188,0.9461,0.009793,0.155944,0.9787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
