emotion,video,folder,fid,drive_link
angry,IMG_8116.MOV,new_angry_dogs,1mydMcT_fAwC7wBEZOQ1t6j7mSOLXKrvF,https://drive.google.com/uc?id=1mydMcT_fAwC7wBEZOQ1t6j7mSOLXKrvF
angry,IMG_8117.MP4,new_angry_dogs,1u1UrX2TqqALrRus-mQyhYJH02ZUMr4ly,https://drive.google.com/uc?id=1u1UrX2TqqALrRus-mQyhYJH02ZUMr4ly
angry,IMG_8117.MP4,angry_dogs_3,1O9QlkIOk8qBycUnmWTVpZ2PJyDSXnDfk,https://drive.google.com/uc?id=1O9QlkIOk8qBycUnmWTVpZ2PJyDSXnDfk
angry,IMG_8118.MP4,new_angry_dogs,1_jinLhTR0xPVZld4VnB2b2u0i6jMHpti,https://drive.google.com/uc?id=1_jinLhTR0xPVZld4VnB2b2u0i6jMHpti
angry,IMG_8119.MP4,new_angry_dogs,15FxrVzKE-EwiE-psU2t9O-GtBmeZV7Dp,https://drive.google.com/uc?id=15FxrVzKE-EwiE-psU2t9O-GtBmeZV7Dp
angry,IMG_8120.MP4,new_angry_dogs,19U1EqJepru-Tu5Gf4OHlN1s9X0WNKjMY,https://drive.google.com/uc?id=19U1EqJepru-Tu5Gf4OHlN1s9X0WNKjMY
angry,IMG_8122.MP4,new_angry_dogs,1ZuLgjmDy8qsGJ2f70LsMmjbOsn9HmTLU,https://drive.google.com/uc?id=1ZuLgjmDy8qsGJ2f70LsMmjbOsn9HmTLU
angry,IMG_8123.MP4,new_angry_dogs,1ph1rUzLLPXkI2WEGsrPVsqBEGdTJOvy5,https://drive.google.com/uc?id=1ph1rUzLLPXkI2WEGsrPVsqBEGdTJOvy5
angry,IMG_8124.MP4,new_angry_dogs,1DPqrq2xxeCWIRz_7VOvJvpxZd4svkU5h,https://drive.google.com/uc?id=1DPqrq2xxeCWIRz_7VOvJvpxZd4svkU5h
angry,IMG_8125.MP4,new_angry_dogs,1XX1RuAMPTn4NRD5fRie4IqeVaBIIrEvz,https://drive.google.com/uc?id=1XX1RuAMPTn4NRD5fRie4IqeVaBIIrEvz
angry,IMG_8126.MP4,new_angry_dogs,1oAB1KhzRciSqxyXx-8ljrr-N1cvronyf,https://drive.google.com/uc?id=1oAB1KhzRciSqxyXx-8ljrr-N1cvronyf
angry,IMG_8127.MP4,new_angry_dogs,1WY3rgBcDzx-vjDwwG8H-znvF26iRouFI,https://drive.google.com/uc?id=1WY3rgBcDzx-vjDwwG8H-znvF26iRouFI
angry,IMG_8128.MP4,new_angry_dogs,1LUE7vyevRtm1CJmMk0H-Wi9iYCdGlB-7,https://drive.google.com/uc?id=1LUE7vyevRtm1CJmMk0H-Wi9iYCdGlB-7
angry,IMG_8129.MP4,new_angry_dogs,13Vlkc8E8wnz3AJn-zt6v91qzjLC6KT0s,https://drive.google.com/uc?id=13Vlkc8E8wnz3AJn-zt6v91qzjLC6KT0s
angry,IMG_8130.MP4,new_angry_dogs,1I_PV1JyyVsS3WzdCSN4vaXwbubaDmRUD,https://drive.google.com/uc?id=1I_PV1JyyVsS3WzdCSN4vaXwbubaDmRUD
angry,IMG_8130.MP4,angry_dogs_2,1l3fXlwalO7Z5HCNJbs2uxwz-2Md3cgiG,https://drive.google.com/uc?id=1l3fXlwalO7Z5HCNJbs2uxwz-2Md3cgiG
angry,IMG_8131.MP4,new_angry_dogs,1HSPxFnnLb5Ng-BDHGjZu5poIZ5NtJcxh,https://drive.google.com/uc?id=1HSPxFnnLb5Ng-BDHGjZu5poIZ5NtJcxh
angry,IMG_8132.MP4,new_angry_dogs,1QJHZ6GeLAdVl5hZI8ZO88R8SmEq7W6LC,https://drive.google.com/uc?id=1QJHZ6GeLAdVl5hZI8ZO88R8SmEq7W6LC
angry,IMG_8133.MP4,new_angry_dogs,1rPqCu4gXTxlGqu0CQQW_NpvR4NQV0omy,https://drive.google.com/uc?id=1rPqCu4gXTxlGqu0CQQW_NpvR4NQV0omy
angry,IMG_8134.MP4,new_angry_dogs,1sZOnZVe8lqt1QTowtfaoZh76XEL02qqO,https://drive.google.com/uc?id=1sZOnZVe8lqt1QTowtfaoZh76XEL02qqO
angry,IMG_8135.MP4,new_angry_dogs,1k3iuUztadacJZ_5TvD9sQ6OTvpyECyaU,https://drive.google.com/uc?id=1k3iuUztadacJZ_5TvD9sQ6OTvpyECyaU
angry,IMG_8136.MP4,new_angry_dogs,1zgCOGXxMjyXM7JDE9YkNYujyAk50lnNo,https://drive.google.com/uc?id=1zgCOGXxMjyXM7JDE9YkNYujyAk50lnNo
angry,IMG_8137.MP4,new_angry_dogs,1jhfx-YjFFexkrQMzbtcK97Qed4-t41nh,https://drive.google.com/uc?id=1jhfx-YjFFexkrQMzbtcK97Qed4-t41nh
angry,IMG_8139.MP4,new_angry_dogs,1wTq8xzFSAkBylxab1sqDyuPwpmOch_2r,https://drive.google.com/uc?id=1wTq8xzFSAkBylxab1sqDyuPwpmOch_2r
angry,IMG_8140.MP4,new_angry_dogs,1OQUoU0qEnpK0Hr4y_5AchnVvtOcGvRjN,https://drive.google.com/uc?id=1OQUoU0qEnpK0Hr4y_5AchnVvtOcGvRjN
angry,IMG_8141.MP4,new_angry_dogs,1tvdK5ddLVEJQEWuRm8foxRpdSYh9vJNA,https://drive.google.com/uc?id=1tvdK5ddLVEJQEWuRm8foxRpdSYh9vJNA
angry,IMG_8142.MP4,new_angry_dogs,1YSO8jm47eEkJsRGqTwL-Rmnw8GvM1mdc,https://drive.google.com/uc?id=1YSO8jm47eEkJsRGqTwL-Rmnw8GvM1mdc
angry,IMG_8143.MP4,new_angry_dogs,1kRA-PIUcKTWloILW9gy3PVNnHhdlq96x,https://drive.google.com/uc?id=1kRA-PIUcKTWloILW9gy3PVNnHhdlq96x
angry,IMG_8144.MP4,new_angry_dogs,1mYK1E_Hbz_iLYLoNxDiB9CvudWjAOawz,https://drive.google.com/uc?id=1mYK1E_Hbz_iLYLoNxDiB9CvudWjAOawz
angry,IMG_8187.MP4,angry_dogs_2,1ehB-Esjvweq9_QC-fE6aQcGA9g7uaKhf,https://drive.google.com/uc?id=1ehB-Esjvweq9_QC-fE6aQcGA9g7uaKhf
angry,IMG_8188.MP4,angry_dogs_2,1e6YEWqlcEqlmBEr2r5xM346bh34XHq_4,https://drive.google.com/uc?id=1e6YEWqlcEqlmBEr2r5xM346bh34XHq_4
angry,IMG_8189.MP4,angry_dogs_2,1_p8mXJrpElNrBQmYrKUprNj3uwb6kEIU,https://drive.google.com/uc?id=1_p8mXJrpElNrBQmYrKUprNj3uwb6kEIU
angry,IMG_8190.MP4,angry_dogs_2,18TIUUFBRBtFp41i6ALBHYUMT9gmkFwrH,https://drive.google.com/uc?id=18TIUUFBRBtFp41i6ALBHYUMT9gmkFwrH
angry,IMG_8191.MP4,angry_dogs_2,1BSaURF7lcHVPT3Q5pFvC5RvSqbKvicct,https://drive.google.com/uc?id=1BSaURF7lcHVPT3Q5pFvC5RvSqbKvicct
angry,IMG_8192.MP4,angry_dogs_2,1NgLtnMxzR6fHfSQKO-js6bgsPgrUPFLw,https://drive.google.com/uc?id=1NgLtnMxzR6fHfSQKO-js6bgsPgrUPFLw
angry,IMG_8193.MP4,angry_dogs_2,1Juk6-BiNvJ0FARKH8Shiiu1xrAYsm5Is,https://drive.google.com/uc?id=1Juk6-BiNvJ0FARKH8Shiiu1xrAYsm5Is
angry,IMG_8194.MP4,angry_dogs_2,1cZ2_gJQl1XnY3y7H_L4NG3BNrGRyVzok,https://drive.google.com/uc?id=1cZ2_gJQl1XnY3y7H_L4NG3BNrGRyVzok
angry,IMG_8195.MP4,angry_dogs_2,1cUggp6bNKao_MEIDCsF1kBSlCoM9fggM,https://drive.google.com/uc?id=1cUggp6bNKao_MEIDCsF1kBSlCoM9fggM
angry,IMG_8196.MP4,angry_dogs_2,1LQ31PajO1QQx5P_zXBWOtZybzetZTZPr,https://drive.google.com/uc?id=1LQ31PajO1QQx5P_zXBWOtZybzetZTZPr
angry,IMG_8197.MP4,angry_dogs_2,15AfjYIabnDM9uKMlfuLZrNJZKIFAznGs,https://drive.google.com/uc?id=15AfjYIabnDM9uKMlfuLZrNJZKIFAznGs
angry,IMG_8198.MP4,angry_dogs_2,1u2y9slKKCJbB86nOuvq2vH64ymZ009Vv,https://drive.google.com/uc?id=1u2y9slKKCJbB86nOuvq2vH64ymZ009Vv
angry,IMG_8199.MP4,angry_dogs_2,1QlAssHzvIP6W1so_byLLaAWXvUcOuK6d,https://drive.google.com/uc?id=1QlAssHzvIP6W1so_byLLaAWXvUcOuK6d
angry,IMG_8200.MP4,angry_dogs_2,13yNE31eyO2i_CuhWLkkNXACtlUeHLVlP,https://drive.google.com/uc?id=13yNE31eyO2i_CuhWLkkNXACtlUeHLVlP
angry,IMG_8202.MP4,angry_dogs_2,1RD-aEcFjTg31AmSi4M9M_y6_Aya42x2f,https://drive.google.com/uc?id=1RD-aEcFjTg31AmSi4M9M_y6_Aya42x2f
angry,IMG_8203.MP4,angry_dogs_2,1mWPugB1TMy7wSG4Wvx1K7A7f5mtMqnl4,https://drive.google.com/uc?id=1mWPugB1TMy7wSG4Wvx1K7A7f5mtMqnl4
angry,IMG_8204.MP4,angry_dogs_2,1zkvllZogI34_xC03xjWocaKesOC1dXEE,https://drive.google.com/uc?id=1zkvllZogI34_xC03xjWocaKesOC1dXEE
angry,IMG_8205.MP4,angry_dogs_2,1Ejvr5d_f5sWiJF2dBkm7Mz68vvMq7MD_,https://drive.google.com/uc?id=1Ejvr5d_f5sWiJF2dBkm7Mz68vvMq7MD_
angry,IMG_8206.MP4,angry_dogs_2,1WwNkYPi8J5mOAt123Bh6kylHuCiToOTm,https://drive.google.com/uc?id=1WwNkYPi8J5mOAt123Bh6kylHuCiToOTm
angry,IMG_8207.MP4,angry_dogs_3,1bLbsUfsIHwDLUphI-CtBMeYJWz4Ejs84,https://drive.google.com/uc?id=1bLbsUfsIHwDLUphI-CtBMeYJWz4Ejs84
angry,IMG_8208.MP4,angry_dogs_3,1XiaSm4bpj4ErGxiMXg8h0NIHrUaa5RV0,https://drive.google.com/uc?id=1XiaSm4bpj4ErGxiMXg8h0NIHrUaa5RV0
angry,IMG_8209.MP4,angry_dogs_3,1EQGDhqB7l2m7KzNyY0hU6wvrGkPPXUPh,https://drive.google.com/uc?id=1EQGDhqB7l2m7KzNyY0hU6wvrGkPPXUPh
angry,IMG_8210.MP4,angry_dogs_3,1DpXL1AkInjYwtaLN5i8-ELEm_XfGl0pI,https://drive.google.com/uc?id=1DpXL1AkInjYwtaLN5i8-ELEm_XfGl0pI
angry,IMG_8211.MP4,angry_dogs_3,18oppVzhihuvWZQqGiLIByd5zsiY45MA4,https://drive.google.com/uc?id=18oppVzhihuvWZQqGiLIByd5zsiY45MA4
angry,IMG_8212.MP4,angry_dogs_3,1tFTJmZRmZCKT-7mjKlpsW0gQu8viLrz9,https://drive.google.com/uc?id=1tFTJmZRmZCKT-7mjKlpsW0gQu8viLrz9
angry,IMG_8213.MP4,angry_dogs_3,1DOGi_uB2Rx3WMPggkf74GadONn-QzbxX,https://drive.google.com/uc?id=1DOGi_uB2Rx3WMPggkf74GadONn-QzbxX
angry,IMG_8214.MP4,angry_dogs_3,1_Q4tqOOovvBttDumJ1B8CIqi41oQTND1,https://drive.google.com/uc?id=1_Q4tqOOovvBttDumJ1B8CIqi41oQTND1
angry,IMG_8215.MP4,angry_dogs_3,1Wvxjcm-u6TyaT0hJ--7kI7ydZBCfODJP,https://drive.google.com/uc?id=1Wvxjcm-u6TyaT0hJ--7kI7ydZBCfODJP
angry,IMG_8216.MP4,angry_dogs_3,1bSSq_G8q4nBtaWo9HmJsBnY8-bvIrk0F,https://drive.google.com/uc?id=1bSSq_G8q4nBtaWo9HmJsBnY8-bvIrk0F
angry,IMG_8217.MP4,angry_dogs_3,19Wboa6VNW-sLQcJ7na_RTwQMZFQUgBky,https://drive.google.com/uc?id=19Wboa6VNW-sLQcJ7na_RTwQMZFQUgBky
angry,IMG_8218.MP4,angry_dogs_3,1XnqxhE8tYLHLZ3CR_7_E4n5tfdc_bRqk,https://drive.google.com/uc?id=1XnqxhE8tYLHLZ3CR_7_E4n5tfdc_bRqk
angry,IMG_8219.MP4,angry_dogs_3,1zLngdIcNie4Eke2j7d6rGtdqq7rIvsrl,https://drive.google.com/uc?id=1zLngdIcNie4Eke2j7d6rGtdqq7rIvsrl
angry,IMG_8220.MP4,angry_dogs_3,1Q8ZZuBH9JfLOr7Ack1crBLw5yN4DHeL2,https://drive.google.com/uc?id=1Q8ZZuBH9JfLOr7Ack1crBLw5yN4DHeL2
angry,IMG_8221.MP4,angry_dogs_3,1jlh60SqW0o6Q5gxD73xDRhNDh2xpooyb,https://drive.google.com/uc?id=1jlh60SqW0o6Q5gxD73xDRhNDh2xpooyb
angry,IMG_8229.MP4,angry_dogs_3,1z8C2KTzhktEFVWNIPTLH22p0rZGV8TrQ,https://drive.google.com/uc?id=1z8C2KTzhktEFVWNIPTLH22p0rZGV8TrQ
angry,IMG_8230.MP4,angry_dogs_3,1rrnWWV6qaUJhus9I8ZwmHxXPflOdze1p,https://drive.google.com/uc?id=1rrnWWV6qaUJhus9I8ZwmHxXPflOdze1p
angry,IMG_8231.MP4,angry_dogs_3,1GLxW7JwzfGyi4NRe9QHZgBlCZLax1fGP,https://drive.google.com/uc?id=1GLxW7JwzfGyi4NRe9QHZgBlCZLax1fGP
angry,IMG_8232.MP4,angry_dogs_3,1qzUTmntLRB_5eoEsEsetv_r6ZYuuMMZ8,https://drive.google.com/uc?id=1qzUTmntLRB_5eoEsEsetv_r6ZYuuMMZ8
angry,IMG_8233.MP4,angry_dogs_3,1LZ-T4jBllReF3c41iuTuHmAZnbeKHDke,https://drive.google.com/uc?id=1LZ-T4jBllReF3c41iuTuHmAZnbeKHDke
angry,IMG_8234.MP4,angry_dogs_3,1pXiYikk5FMEf2BgBwYw4EKWWVenZYM2r,https://drive.google.com/uc?id=1pXiYikk5FMEf2BgBwYw4EKWWVenZYM2r
angry,IMG_8235.MP4,angry_dogs_3,171cRFZM_Da1CeTTJKIo_gcoNeQjMGPAH,https://drive.google.com/uc?id=171cRFZM_Da1CeTTJKIo_gcoNeQjMGPAH
angry,IMG_8238.MP4,angry_dogs_3,1pwz6xbfQxqRw41uxrqELePTDMNQivpr2,https://drive.google.com/uc?id=1pwz6xbfQxqRw41uxrqELePTDMNQivpr2
angry,IMG_8239.MP4,angry_dogs_3,1m_2Lu8oJ2onHlRrMOlzgPd2CIgE63iKN,https://drive.google.com/uc?id=1m_2Lu8oJ2onHlRrMOlzgPd2CIgE63iKN
angry,IMG_8299.MP4,angry_dogs_masha,1p3n5hkzvFP8SHBd4mrFSbak_K2kDBFC5,https://drive.google.com/uc?id=1p3n5hkzvFP8SHBd4mrFSbak_K2kDBFC5
angry,IMG_8300.MP4,angry_dogs_masha,1SYyXoTBXtGcMEpkBRhcSXDjrV4sFvVre,https://drive.google.com/uc?id=1SYyXoTBXtGcMEpkBRhcSXDjrV4sFvVre
angry,IMG_8301.MP4,angry_dogs_masha,18ajDeNAJoIu8o6ROPGcZVqfdGXYxM67B,https://drive.google.com/uc?id=18ajDeNAJoIu8o6ROPGcZVqfdGXYxM67B
angry,IMG_8302.MP4,angry_dogs_masha,1IhO2f8A66VmQ639gWgo7Ho2bkYBskcNf,https://drive.google.com/uc?id=1IhO2f8A66VmQ639gWgo7Ho2bkYBskcNf
angry,IMG_8303.MP4,angry_dogs_masha,1epzipjCtWFILsJqOux0ekBUd2vQZL7Yi,https://drive.google.com/uc?id=1epzipjCtWFILsJqOux0ekBUd2vQZL7Yi
angry,IMG_8308.MP4,angry_dogs_masha,18RKYDNgW-1mmPq1EAwiG8-N8zqFvi2r2,https://drive.google.com/uc?id=18RKYDNgW-1mmPq1EAwiG8-N8zqFvi2r2
angry,IMG_8309.MP4,angry_dogs_masha,1pDfhzpijTrqKDZ8uL-BctT5ImcH4ZODK,https://drive.google.com/uc?id=1pDfhzpijTrqKDZ8uL-BctT5ImcH4ZODK
angry,IMG_8310.MP4,angry_dogs_masha,1Gqrut9ZWAkVD6H9pTKWqK6YDEvTl1r_Y,https://drive.google.com/uc?id=1Gqrut9ZWAkVD6H9pTKWqK6YDEvTl1r_Y
angry,IMG_8311.MP4,angry_dogs_masha,1N1UlXwrKVkahAVvJCwgydzM7-ROS0MDk,https://drive.google.com/uc?id=1N1UlXwrKVkahAVvJCwgydzM7-ROS0MDk
angry,IMG_8312.MP4,angry_dogs_masha,1hVG1AeZei7MAbKb0-8cp0oyM5KTBZwx-,https://drive.google.com/uc?id=1hVG1AeZei7MAbKb0-8cp0oyM5KTBZwx-
angry,IMG_8313.MP4,angry_dogs_masha,1nJRVhsvzbrO8Ly7-txtuEK-IgVsaSMJv,https://drive.google.com/uc?id=1nJRVhsvzbrO8Ly7-txtuEK-IgVsaSMJv
angry,IMG_8314.MP4,angry_dogs_masha,1hAuN41b52tm0gYb1Ehw8aOmTYCm6j4zO,https://drive.google.com/uc?id=1hAuN41b52tm0gYb1Ehw8aOmTYCm6j4zO
angry,IMG_8315.MP4,angry_dogs_masha,12aRfUJSe9Pt0I8GOzDP-3uC_r5OeQpw1,https://drive.google.com/uc?id=12aRfUJSe9Pt0I8GOzDP-3uC_r5OeQpw1
angry,IMG_8316.MP4,angry_dogs_masha,14f3CNeZITzfA45zZf8TfLFyFurVUipLm,https://drive.google.com/uc?id=14f3CNeZITzfA45zZf8TfLFyFurVUipLm
angry,IMG_8317.MP4,angry_dogs_masha,1HQmTvFABlL-EcQsEWf35Yk7oFm6npwKN,https://drive.google.com/uc?id=1HQmTvFABlL-EcQsEWf35Yk7oFm6npwKN
angry,IMG_8318.MP4,angry_dogs_masha,1Umm_WMH9JqKiFGobHFz6ezRo32VHAJ1r,https://drive.google.com/uc?id=1Umm_WMH9JqKiFGobHFz6ezRo32VHAJ1r
angry,IMG_8319.MP4,angry_dogs_masha,1UJpX_9EPYiAQ0Yxlxs2LvXPwpI9viDLP,https://drive.google.com/uc?id=1UJpX_9EPYiAQ0Yxlxs2LvXPwpI9viDLP
angry,IMG_8320.MP4,angry_dogs_masha,16Lm97lX5yJ-vZLYo9Rk-Qq6EKZM6aRAW,https://drive.google.com/uc?id=16Lm97lX5yJ-vZLYo9Rk-Qq6EKZM6aRAW
angry,IMG_8321.MP4,angry_dogs_masha,1YXXpQm-1-8QGo5jmIJO2afiD8NVc4Jjb,https://drive.google.com/uc?id=1YXXpQm-1-8QGo5jmIJO2afiD8NVc4Jjb
angry,IMG_8322.MP4,angry_dogs_masha,1jTLnlDpSCP46UWt-qiGpgrsVKTmnpFb-,https://drive.google.com/uc?id=1jTLnlDpSCP46UWt-qiGpgrsVKTmnpFb-
angry,IMG_8323.MP4,angry_dogs_masha,12xYCw6xsdRMA9KJEaLptEfJGcMCPXWaa,https://drive.google.com/uc?id=12xYCw6xsdRMA9KJEaLptEfJGcMCPXWaa
angry,Old dog bares his teeth.mov,angry_dogs_masha,1ptnSLod-PzOXQwzfclgDJcwsRfKY9Mz5,https://drive.google.com/uc?id=1ptnSLod-PzOXQwzfclgDJcwsRfKY9Mz5
angry,YiLxeDx1ZjU_003199.mp4,tiktok_playlist_nareski,1CjbzRIEiac10s_cP9gKkEoh74FEC7qC0,https://drive.google.com/uc?id=1CjbzRIEiac10s_cP9gKkEoh74FEC7qC0
angry,aggressive-dog-growling-and-baring-teeth-in-snow-2026-04-15-20-09-53-utc.mov,angry_dogs_masha,1HSzu6YK8BDWftigmYPCitUdeUqNm9Zny,https://drive.google.com/uc?id=1HSzu6YK8BDWftigmYPCitUdeUqNm9Zny
angry,aggressive-dog-growling-and-barking-in-snow-2026-01-08-15-37-16-utc.mov,angry_dogs_masha,1lkmncF2fgnktmbxxqJ_gbnQ8fhIyEZ4O,https://drive.google.com/uc?id=1lkmncF2fgnktmbxxqJ_gbnQ8fhIyEZ4O
angry,aggressive-dog-growls-outdoors-in-winter-snow-2026-09-16-16-40-34-utc.mov,angry_dogs_masha,1cal8DuEWWHV9d6oaJKitgQmzIxYIcB_9,https://drive.google.com/uc?id=1cal8DuEWWHV9d6oaJKitgQmzIxYIcB_9
angry,aggressive-dog-snarling-and-baring-teeth-in-winter-2026-09-16-17-37-44-utc.mov,angry_dogs_masha,1rOHQ2ifWMQST4MM3KxtYEuh2rqCEndgV,https://drive.google.com/uc?id=1rOHQ2ifWMQST4MM3KxtYEuh2rqCEndgV
angry,aggressive-small-dog-snarling-showing-teeth-2026-09-15-01-04-22-utc.mov,angry_dogs_masha,1pwrJEX855YwbqJIbdUzD1DulA4oBwf_1,https://drive.google.com/uc?id=1pwrJEX855YwbqJIbdUzD1DulA4oBwf_1
