video_name,source_video,emotion,frame_role,resolution_tier,frame_time_s,file_name
fearful_007.mp4,.trashed-1792268967-783b949a0ede7f7cd59f08ae98eaaaf0.mp4,fearful,end,low_resolution,23.59,low_resolution/fearful/fearful_007_2.jpg
fearful_008.mp4,.trashed-1792269115-1ec5b20ba168cc101752f1b3af156c11.mp4,fearful,start,low_resolution,1.13,low_resolution/fearful/fearful_008_1.jpg
fearful_008.mp4,.trashed-1792269115-1ec5b20ba168cc101752f1b3af156c11.mp4,fearful,end,low_resolution,1.74,low_resolution/fearful/fearful_008_2.jpg
fearful_009.mp4,.trashed-1792269171-857ac5b642ca42a6739dcb3df6b005d5.mp4,fearful,start,low_resolution,0.94,low_resolution/fearful/fearful_009_1.jpg
fearful_009.mp4,.trashed-1792269171-857ac5b642ca42a6739dcb3df6b005d5.mp4,fearful,end,low_resolution,1.39,low_resolution/fearful/fearful_009_2.jpg
fearful_010.mp4,0275a3a616805eebc617d33e05de50b6.mp4,fearful,start,low_resolution,0.99,low_resolution/fearful/fearful_010_1.jpg
fearful_010.mp4,0275a3a616805eebc617d33e05de50b6.mp4,fearful,end,low_resolution,2.66,low_resolution/fearful/fearful_010_2.jpg
fearful_011.mp4,0391ad757cd6716aa420052e0821721d.mp4,fearful,start,low_resolution,3.47,low_resolution/fearful/fearful_011_1.jpg
fearful_011.mp4,0391ad757cd6716aa420052e0821721d.mp4,fearful,end,low_resolution,4.16,low_resolution/fearful/fearful_011_2.jpg
happy_001.mp4,0624e56ea6b21e97f8add5e791faf2ed.mp4,happy,start,low_resolution,1.81,low_resolution/happy/happy_001_1.jpg
happy_001.mp4,0624e56ea6b21e97f8add5e791faf2ed.mp4,happy,end,low_resolution,3.44,low_resolution/happy/happy_001_2.jpg
happy_002.mp4,062b5463177ed0f313a18faacd6c28f5,happy,start,low_resolution,3.33,low_resolution/happy/happy_002_1.jpg
happy_002.mp4,062b5463177ed0f313a18faacd6c28f5,happy,end,low_resolution,4.9,low_resolution/happy/happy_002_2.jpg
happy_003.mp4,062b5463177ed0f313a18faacd6c28f5.mp4,happy,start,low_resolution,4.47,low_resolution/happy/happy_003_1.jpg
happy_003.mp4,062b5463177ed0f313a18faacd6c28f5.mp4,happy,end,low_resolution,5.2,low_resolution/happy/happy_003_2.jpg
happy_004.mp4,062cfe5246128b85e5e7720ca583ef0d.mp4,happy,start,low_resolution,10.18,low_resolution/happy/happy_004_1.jpg
happy_004.mp4,062cfe5246128b85e5e7720ca583ef0d.mp4,happy,end,low_resolution,12.13,low_resolution/happy/happy_004_2.jpg
happy_005.mp4,06d4b78acfe62e45cc395ed7612c143e.mp4,happy,start,low_resolution,2.1,low_resolution/happy/happy_005_1.jpg
happy_005.mp4,06d4b78acfe62e45cc395ed7612c143e.mp4,happy,end,low_resolution,4.71,low_resolution/happy/happy_005_2.jpg
fearful_012.mp4,09e22ac2101a647095f286a3d2a4811d.mp4,fearful,start,low_resolution,1.0,low_resolution/fearful/fearful_012_1.jpg
fearful_012.mp4,09e22ac2101a647095f286a3d2a4811d.mp4,fearful,end,low_resolution,2.03,low_resolution/fearful/fearful_012_2.jpg
fearful_013.mp4,10936490-hd_1080_1920_30fps.mp4,fearful,start,high_resolution,0.86,high_resolution/fearful/fearful_013_1.jpg
surprise_001.mp4,11607681-uhd_3840_2160_24fps.mp4,surprise,start,high_resolution,0.09,high_resolution/surprise/surprise_001_1.jpg
surprise_001.mp4,11607681-uhd_3840_2160_24fps.mp4,surprise,end,high_resolution,1.92,high_resolution/surprise/surprise_001_2.jpg
happy_006.mp4,119057d4e978e7d4179e39e5b4ec783e.mp4,happy,start,low_resolution,0.94,low_resolution/happy/happy_006_1.jpg
happy_006.mp4,119057d4e978e7d4179e39e5b4ec783e.mp4,happy,end,low_resolution,1.03,low_resolution/happy/happy_006_2.jpg
fearful_014.mp4,12488565_1080_1920_30fps.mp4,fearful,start,high_resolution,0.96,high_resolution/fearful/fearful_014_1.jpg
fearful_014.mp4,12488565_1080_1920_30fps.mp4,fearful,end,high_resolution,4.02,high_resolution/fearful/fearful_014_2.jpg
angry_001.mp4,12774662_2560_1440_50fps.mp4,angry,start,high_resolution,1.01,high_resolution/angry/angry_001_1.jpg
angry_001.mp4,12774662_2560_1440_50fps.mp4,angry,end,high_resolution,8.06,high_resolution/angry/angry_001_2.jpg
surprise_002.mp4,13308604_2160_3840_24fps.mp4,surprise,start,high_resolution,4.0,high_resolution/surprise/surprise_002_1.jpg
surprise_002.mp4,13308604_2160_3840_24fps.mp4,surprise,end,high_resolution,6.98,high_resolution/surprise/surprise_002_2.jpg
surprise_003.mp4,13372728-hd_1920_1080_60fps.mp4,surprise,start,high_resolution,0.29,high_resolution/surprise/surprise_003_1.jpg
surprise_003.mp4,13372728-hd_1920_1080_60fps.mp4,surprise,end,high_resolution,5.14,high_resolution/surprise/surprise_003_2.jpg
surprise_004.mp4,13948804_3840_2160_30fps.mp4,surprise,start,high_resolution,0.0,high_resolution/surprise/surprise_004_1.jpg
surprise_004.mp4,13948804_3840_2160_30fps.mp4,surprise,end,high_resolution,9.19,high_resolution/surprise/surprise_004_2.jpg
fearful_015.mp4,13F3FFpKs5s_000021,fearful,start,low_resolution,1.01,low_resolution/fearful/fearful_015_1.jpg
fearful_015.mp4,13F3FFpKs5s_000021,fearful,end,low_resolution,5.62,low_resolution/fearful/fearful_015_2.jpg
surprise_005.mp4,13F3FFpKs5s_000386,surprise,start,low_resolution,11.69,low_resolution/surprise/surprise_005_1.jpg
surprise_005.mp4,13F3FFpKs5s_000386,surprise,end,low_resolution,13.91,low_resolution/surprise/surprise_005_2.jpg
angry_002.mp4,14173020_1920_1080_24fps.mp4,angry,start,high_resolution,2.12,high_resolution/angry/angry_002_1.jpg
angry_002.mp4,14173020_1920_1080_24fps.mp4,angry,end,high_resolution,17.77,high_resolution/angry/angry_002_2.jpg
surprise_006.mp4,14173028_1920_1080_24fps.mp4,surprise,start,high_resolution,2.17,high_resolution/surprise/surprise_006_1.jpg
surprise_006.mp4,14173028_1920_1080_24fps.mp4,surprise,end,high_resolution,10.89,high_resolution/surprise/surprise_006_2.jpg
angry_003.mov,142_RG9nc18wNF9IRA.mov,angry,start,high_resolution,4.48,high_resolution/angry/angry_003_1.jpg
angry_003.mov,142_RG9nc18wNF9IRA.mov,angry,end,high_resolution,5.94,high_resolution/angry/angry_003_2.jpg
fearful_016.mp4,14994764_2160_3840_24fps.mp4,fearful,start,high_resolution,0.56,high_resolution/fearful/fearful_016_1.jpg
fearful_016.mp4,14994764_2160_3840_24fps.mp4,fearful,end,high_resolution,2.33,high_resolution/fearful/fearful_016_2.jpg
angry_004.mp4,15355190_1080_1920_25fps.mp4,angry,start,high_resolution,1.86,high_resolution/angry/angry_004_1.jpg
angry_004.mp4,15355190_1080_1920_25fps.mp4,angry,end,high_resolution,4.38,high_resolution/angry/angry_004_2.jpg
fearful_017.mp4,15471274-uhd_2160_3840_60fps.mp4,fearful,start,high_resolution,1.72,high_resolution/fearful/fearful_017_1.jpg
fearful_017.mp4,15471274-uhd_2160_3840_60fps.mp4,fearful,end,high_resolution,2.07,high_resolution/fearful/fearful_017_2.jpg
angry_005.mp4,15659456_2160_3840_24fps.mp4,angry,start,high_resolution,0.43,high_resolution/angry/angry_005_1.jpg
angry_005.mp4,15659456_2160_3840_24fps.mp4,angry,end,high_resolution,1.34,high_resolution/angry/angry_005_2.jpg
surprise_007.mp4,15826375_2160_3840_30fps.mp4,surprise,start,high_resolution,0.74,high_resolution/surprise/surprise_007_1.jpg
surprise_007.mp4,15826375_2160_3840_30fps.mp4,surprise,end,high_resolution,3.12,high_resolution/surprise/surprise_007_2.jpg
angry_006.mp4,16257945-hd_1080_1920_60fps.mp4,angry,start,high_resolution,1.97,high_resolution/angry/angry_006_1.jpg
angry_006.mp4,16257945-hd_1080_1920_60fps.mp4,angry,end,high_resolution,11.44,high_resolution/angry/angry_006_2.jpg
surprise_008.mp4,16622185-hd_1080_1920_24fps.mp4,surprise,start,high_resolution,0.76,high_resolution/surprise/surprise_008_1.jpg
surprise_008.mp4,16622185-hd_1080_1920_24fps.mp4,surprise,end,high_resolution,1.54,high_resolution/surprise/surprise_008_2.jpg
fearful_018.mp4,1fa0111d21a3c1559af5f4e27c750fa0.mp4,fearful,start,low_resolution,1.3,low_resolution/fearful/fearful_018_1.jpg
fearful_018.mp4,1fa0111d21a3c1559af5f4e27c750fa0.mp4,fearful,end,low_resolution,3.53,low_resolution/fearful/fearful_018_2.jpg
surprise_009.mp4,20006116-hd_1080_1920_30fps.mp4,surprise,start,high_resolution,0.98,high_resolution/surprise/surprise_009_1.jpg
surprise_009.mp4,20006116-hd_1080_1920_30fps.mp4,surprise,end,high_resolution,1.81,high_resolution/surprise/surprise_009_2.jpg
happy_007.mp4,2000d2027672c191bd667b8e05f66ba8.mp4,happy,start,low_resolution,1.06,low_resolution/happy/happy_007_1.jpg
happy_007.mp4,2000d2027672c191bd667b8e05f66ba8.mp4,happy,end,low_resolution,1.93,low_resolution/happy/happy_007_2.jpg
surprise_010.mp4,20336151-hd_1920_1080_30fps.mp4,surprise,start,high_resolution,3.77,high_resolution/surprise/surprise_010_1.jpg
surprise_010.mp4,20336151-hd_1920_1080_30fps.mp4,surprise,end,high_resolution,21.34,high_resolution/surprise/surprise_010_2.jpg
surprise_011.mp4,20fba7ac4f60698970d4a043282f8c3c,surprise,start,low_resolution,0.52,low_resolution/surprise/surprise_011_1.jpg
surprise_011.mp4,20fba7ac4f60698970d4a043282f8c3c,surprise,end,low_resolution,4.87,low_resolution/surprise/surprise_011_2.jpg
happy_008.mp4,2156e5322b6fc467778d43fe6819d718.mp4,happy,start,low_resolution,1.05,low_resolution/happy/happy_008_1.jpg
happy_008.mp4,2156e5322b6fc467778d43fe6819d718.mp4,happy,end,low_resolution,2.18,low_resolution/happy/happy_008_2.jpg
happy_009.mp4,26e56713feac4fa96a94073821f9d8b7.mp4,happy,start,low_resolution,4.49,low_resolution/happy/happy_009_1.jpg
happy_009.mp4,26e56713feac4fa96a94073821f9d8b7.mp4,happy,end,low_resolution,5.21,low_resolution/happy/happy_009_2.jpg
happy_010.mp4,27ed2230b7e96b0c0695844d555592e1.mp4,happy,start,low_resolution,2.3,low_resolution/happy/happy_010_1.jpg
happy_010.mp4,27ed2230b7e96b0c0695844d555592e1.mp4,happy,end,low_resolution,3.33,low_resolution/happy/happy_010_2.jpg
fearful_019.mp4,288b92d215dfc03182eca1af3267dc84,fearful,start,low_resolution,7.36,low_resolution/fearful/fearful_019_1.jpg
fearful_019.mp4,288b92d215dfc03182eca1af3267dc84,fearful,end,low_resolution,9.01,low_resolution/fearful/fearful_019_2.jpg
surprise_012.mp4,2eb8da604080aa0ae0b46eecf23dc5be,surprise,start,low_resolution,1.51,low_resolution/surprise/surprise_012_1.jpg
surprise_012.mp4,2eb8da604080aa0ae0b46eecf23dc5be,surprise,end,low_resolution,5.71,low_resolution/surprise/surprise_012_2.jpg
happy_011.mp4,360e2cf331b1b13210fc5cc8c3476011.mp4,happy,start,low_resolution,1.51,low_resolution/happy/happy_011_1.jpg
happy_011.mp4,360e2cf331b1b13210fc5cc8c3476011.mp4,happy,end,low_resolution,8.44,low_resolution/happy/happy_011_2.jpg
fearful_020.mp4,3665853229-preview.mp4,fearful,start,low_resolution,0.92,low_resolution/fearful/fearful_020_1.jpg
fearful_020.mp4,3665853229-preview.mp4,fearful,end,low_resolution,3.07,low_resolution/fearful/fearful_020_2.jpg
angry_007.mp4,368fb53ab6d45f963abeadb226527691,angry,start,low_resolution,2.87,low_resolution/angry/angry_007_1.jpg
angry_007.mp4,368fb53ab6d45f963abeadb226527691,angry,end,low_resolution,5.11,low_resolution/angry/angry_007_2.jpg
angry_008.mp4,37d9031d59fa3ca54fc5db141f602507,angry,start,low_resolution,2.3,low_resolution/angry/angry_008_1.jpg
angry_008.mp4,37d9031d59fa3ca54fc5db141f602507,angry,end,low_resolution,5.17,low_resolution/angry/angry_008_2.jpg
happy_012.mp4,3d979479f13f9e55fc231f0e7aef7bdc.mp4,happy,start,low_resolution,4.64,low_resolution/happy/happy_012_1.jpg
happy_012.mp4,3d979479f13f9e55fc231f0e7aef7bdc.mp4,happy,end,low_resolution,6.53,low_resolution/happy/happy_012_2.jpg
happy_013.mp4,3e9101dc533a541bb3bae18a2a999d17.mp4,happy,start,low_resolution,4.56,low_resolution/happy/happy_013_1.jpg
happy_013.mp4,3e9101dc533a541bb3bae18a2a999d17.mp4,happy,end,low_resolution,5.13,low_resolution/happy/happy_013_2.jpg
fearful_021.mp4,4027286419-preview.mp4,fearful,start,low_resolution,1.56,low_resolution/fearful/fearful_021_1.jpg
fearful_021.mp4,4027286419-preview.mp4,fearful,end,low_resolution,3.98,low_resolution/fearful/fearful_021_2.jpg
fearful_022.mp4,4210977-hd_1280_720_25fps.mp4,fearful,start,high_resolution,1.18,high_resolution/fearful/fearful_022_1.jpg
fearful_022.mp4,4210977-hd_1280_720_25fps.mp4,fearful,end,high_resolution,2.4,high_resolution/fearful/fearful_022_2.jpg
angry_009.mp4,4763071-hd_1920_1080_25fps.mp4,angry,start,high_resolution,4.48,high_resolution/angry/angry_009_1.jpg
angry_009.mp4,4763071-hd_1920_1080_25fps.mp4,angry,end,high_resolution,12.75,high_resolution/angry/angry_009_2.jpg
angry_010.mp4,4MTnLmOIJVA_000418,angry,start,low_resolution,8.06,low_resolution/angry/angry_010_1.jpg
angry_010.mp4,4MTnLmOIJVA_000418,angry,end,low_resolution,8.56,low_resolution/angry/angry_010_2.jpg
happy_014.mp4,4a9f752c429dd086765efbb0354187bf,happy,start,low_resolution,4.52,low_resolution/happy/happy_014_1.jpg
happy_014.mp4,4a9f752c429dd086765efbb0354187bf,happy,end,low_resolution,7.47,low_resolution/happy/happy_014_2.jpg
happy_015.mp4,4af1e8f295e043119d8d14a9b016d197.mp4,happy,start,low_resolution,3.01,low_resolution/happy/happy_015_1.jpg
happy_015.mp4,4af1e8f295e043119d8d14a9b016d197.mp4,happy,end,low_resolution,4.32,low_resolution/happy/happy_015_2.jpg
fearful_023.mp4,4cb1b107e769ef5bea220d5a95ec289b.mp4,fearful,start,low_resolution,1.7,low_resolution/fearful/fearful_023_1.jpg
fearful_023.mp4,4cb1b107e769ef5bea220d5a95ec289b.mp4,fearful,end,low_resolution,2.78,low_resolution/fearful/fearful_023_2.jpg
fearful_024.mp4,4f5a272a90baebcd639802dc908a3d9a.mp4,fearful,start,low_resolution,1.54,low_resolution/fearful/fearful_024_1.jpg
fearful_024.mp4,4f5a272a90baebcd639802dc908a3d9a.mp4,fearful,end,low_resolution,2.51,low_resolution/fearful/fearful_024_2.jpg
fearful_025.mp4,4f5a272a90baebcd639802dc908a3d9a_1_1.mp4,fearful,start,low_resolution,1.02,low_resolution/fearful/fearful_025_1.jpg
fearful_025.mp4,4f5a272a90baebcd639802dc908a3d9a_1_1.mp4,fearful,end,low_resolution,1.67,low_resolution/fearful/fearful_025_2.jpg
angry_011.mp4,5479435-uhd_3840_2160_25fps.mp4,angry,start,high_resolution,2.3,high_resolution/angry/angry_011_1.jpg
angry_011.mp4,5479435-uhd_3840_2160_25fps.mp4,angry,end,high_resolution,7.25,high_resolution/angry/angry_011_2.jpg
angry_012.mp4,5496003-uhd_3840_2160_24fps.mp4,angry,start,high_resolution,3.34,high_resolution/angry/angry_012_1.jpg
angry_012.mp4,5496003-uhd_3840_2160_24fps.mp4,angry,end,high_resolution,11.18,high_resolution/angry/angry_012_2.jpg
surprise_013.mp4,5728460-uhd_2160_3840_24fps.mp4,surprise,start,high_resolution,0.71,high_resolution/surprise/surprise_013_1.jpg
surprise_013.mp4,5728460-uhd_2160_3840_24fps.mp4,surprise,end,high_resolution,1.51,high_resolution/surprise/surprise_013_2.jpg
fearful_026.mp4,5F6ULZBf0g8_000720,fearful,start,low_resolution,4.42,low_resolution/fearful/fearful_026_1.jpg
fearful_026.mp4,5F6ULZBf0g8_000720,fearful,end,low_resolution,11.43,low_resolution/fearful/fearful_026_2.jpg
happy_016.mp4,5cec1f5ddc4d9252e809308fc4719351,happy,start,low_resolution,1.28,low_resolution/happy/happy_016_1.jpg
happy_016.mp4,5cec1f5ddc4d9252e809308fc4719351,happy,end,low_resolution,3.81,low_resolution/happy/happy_016_2.jpg
fearful_027.mp4,5fb350085b5b1abd50942258af61cc89.mp4,fearful,start,high_resolution,1.76,high_resolution/fearful/fearful_027_1.jpg
fearful_027.mp4,5fb350085b5b1abd50942258af61cc89.mp4,fearful,end,high_resolution,6.34,high_resolution/fearful/fearful_027_2.jpg
angry_013.mp4,5nsFcoiOc3Y_000006,angry,start,low_resolution,1.05,low_resolution/angry/angry_013_1.jpg
angry_013.mp4,5nsFcoiOc3Y_000006,angry,end,low_resolution,7.81,low_resolution/angry/angry_013_2.jpg
neutral_001.mp4,5nsFcoiOc3Y_000533,neutral,start,low_resolution,20.83,low_resolution/neutral/neutral_001_1.jpg
neutral_001.mp4,5nsFcoiOc3Y_000533,neutral,end,low_resolution,21.45,low_resolution/neutral/neutral_001_2.jpg
happy_017.mp4,5zCvEu2S10E_000469,happy,start,low_resolution,3.75,low_resolution/happy/happy_017_1.jpg
happy_017.mp4,5zCvEu2S10E_000469,happy,end,low_resolution,4.43,low_resolution/happy/happy_017_2.jpg
happy_018.mp4,601745faf63ebfe2e5ba6d92d00a7806.mp4,happy,start,low_resolution,18.91,low_resolution/happy/happy_018_1.jpg
happy_018.mp4,601745faf63ebfe2e5ba6d92d00a7806.mp4,happy,end,low_resolution,19.41,low_resolution/happy/happy_018_2.jpg
fearful_028.mp4,62192775c2b49e4ab29008863306334c.mp4,fearful,start,low_resolution,1.76,low_resolution/fearful/fearful_028_1.jpg
fearful_028.mp4,62192775c2b49e4ab29008863306334c.mp4,fearful,end,low_resolution,2.66,low_resolution/fearful/fearful_028_2.jpg
angry_014.mp4,62c61aa6ec774b9680a0d9018d9d5c3e,angry,start,low_resolution,3.75,low_resolution/angry/angry_014_1.jpg
angry_014.mp4,62c61aa6ec774b9680a0d9018d9d5c3e,angry,end,low_resolution,6.82,low_resolution/angry/angry_014_2.jpg
fearful_029.mp4,6314345-hd_1920_1080_24fps.mp4,fearful,start,high_resolution,1.36,high_resolution/fearful/fearful_029_1.jpg
fearful_029.mp4,6314345-hd_1920_1080_24fps.mp4,fearful,end,high_resolution,5.46,high_resolution/fearful/fearful_029_2.jpg
happy_019.mp4,66d5955d905ddeef5d6e3a332ab1dc1f.mp4,happy,start,low_resolution,0.92,low_resolution/happy/happy_019_1.jpg
happy_019.mp4,66d5955d905ddeef5d6e3a332ab1dc1f.mp4,happy,end,low_resolution,3.82,low_resolution/happy/happy_019_2.jpg
happy_020.mp4,68d228a94e658e2269a8794e850d7a22.mp4,happy,start,low_resolution,0.79,low_resolution/happy/happy_020_1.jpg
happy_020.mp4,68d228a94e658e2269a8794e850d7a22.mp4,happy,end,low_resolution,5.28,low_resolution/happy/happy_020_2.jpg
surprise_014.mp4,6L2wvfZL1X8_000291,surprise,start,low_resolution,0.82,low_resolution/surprise/surprise_014_1.jpg
surprise_014.mp4,6L2wvfZL1X8_000291,surprise,end,low_resolution,1.93,low_resolution/surprise/surprise_014_2.jpg
angry_015.mov,6_c29iYWthIHRyeWFwa2EgMg.mov,angry,start,high_resolution,0.21,high_resolution/angry/angry_015_1.jpg
angry_015.mov,6_c29iYWthIHRyeWFwa2EgMg.mov,angry,end,high_resolution,5.21,high_resolution/angry/angry_015_2.jpg
fearful_030.mp4,6e8129da66db084ec2c52a1260150087.mp4,fearful,start,low_resolution,3.32,low_resolution/fearful/fearful_030_1.jpg
fearful_030.mp4,6e8129da66db084ec2c52a1260150087.mp4,fearful,end,low_resolution,3.76,low_resolution/fearful/fearful_030_2.jpg
fearful_031.mp4,702e56b36b4c30dfa048a7d65afb2775,fearful,start,low_resolution,5.42,low_resolution/fearful/fearful_031_1.jpg
fearful_031.mp4,702e56b36b4c30dfa048a7d65afb2775,fearful,end,low_resolution,12.2,low_resolution/fearful/fearful_031_2.jpg
angry_016.mp4,7187c65be27a9eb784de0c797e3ab93c,angry,start,low_resolution,2.36,low_resolution/angry/angry_016_1.jpg
angry_016.mp4,7187c65be27a9eb784de0c797e3ab93c,angry,end,low_resolution,5.07,low_resolution/angry/angry_016_2.jpg
surprise_015.mp4,7199277-uhd_2160_3840_25fps.mp4,surprise,start,high_resolution,0.51,high_resolution/surprise/surprise_015_1.jpg
surprise_015.mp4,7199277-uhd_2160_3840_25fps.mp4,surprise,end,high_resolution,1.38,high_resolution/surprise/surprise_015_2.jpg
happy_021.mp4,7602a2d013ef006558002656da7765a4.mp4,happy,start,low_resolution,11.54,low_resolution/happy/happy_021_1.jpg
happy_021.mp4,7602a2d013ef006558002656da7765a4.mp4,happy,end,low_resolution,12.16,low_resolution/happy/happy_021_2.jpg
fearful_032.mp4,7682705-uhd_3840_2160_25fps.mp4,fearful,start,high_resolution,1.41,high_resolution/fearful/fearful_032_1.jpg
fearful_032.mp4,7682705-uhd_3840_2160_25fps.mp4,fearful,end,high_resolution,2.54,high_resolution/fearful/fearful_032_2.jpg
happy_022.mp4,771b9e1d8ab8536be7c8575c9149479b.mp4,happy,start,low_resolution,2.73,low_resolution/happy/happy_022_1.jpg
happy_022.mp4,771b9e1d8ab8536be7c8575c9149479b.mp4,happy,end,low_resolution,3.98,low_resolution/happy/happy_022_2.jpg
fearful_033.mp4,796445f1adc1913d1e9c4843c1a96bda.mp4,fearful,start,low_resolution,0.96,low_resolution/fearful/fearful_033_1.jpg
fearful_033.mp4,796445f1adc1913d1e9c4843c1a96bda.mp4,fearful,end,low_resolution,4.36,low_resolution/fearful/fearful_033_2.jpg
fearful_034.mp4,7a1da912409a791228d2d55e3d2a42bb.mp4,fearful,start,low_resolution,1.38,low_resolution/fearful/fearful_034_1.jpg
fearful_034.mp4,7a1da912409a791228d2d55e3d2a42bb.mp4,fearful,end,low_resolution,2.53,low_resolution/fearful/fearful_034_2.jpg
surprise_016.mp4,7a583f514eebeea0986c76ce103f0553,surprise,start,low_resolution,1.49,low_resolution/surprise/surprise_016_1.jpg
surprise_016.mp4,7a583f514eebeea0986c76ce103f0553,surprise,end,low_resolution,17.99,low_resolution/surprise/surprise_016_2.jpg
angry_017.mp4,7a719ddbb15ada42733afe2d847d2152,angry,start,low_resolution,1.91,low_resolution/angry/angry_017_1.jpg
angry_017.mp4,7a719ddbb15ada42733afe2d847d2152,angry,end,low_resolution,6.5,low_resolution/angry/angry_017_2.jpg
fearful_035.mp4,7b64d5bdf356aa4dad0fa51a18b45cc5.mp4,fearful,start,low_resolution,1.83,low_resolution/fearful/fearful_035_1.jpg
fearful_035.mp4,7b64d5bdf356aa4dad0fa51a18b45cc5.mp4,fearful,end,low_resolution,2.6,low_resolution/fearful/fearful_035_2.jpg
angry_018.mp4,7b80a68911c0bafb014bf4d4cc1cd61b,angry,start,low_resolution,3.63,low_resolution/angry/angry_018_1.jpg
angry_018.mp4,7b80a68911c0bafb014bf4d4cc1cd61b,angry,end,low_resolution,7.53,low_resolution/angry/angry_018_2.jpg
fearful_036.mp4,7ca8b2458e2b9c9e4ff6525d7f564eff,fearful,start,low_resolution,4.61,low_resolution/fearful/fearful_036_1.jpg
fearful_036.mp4,7ca8b2458e2b9c9e4ff6525d7f564eff,fearful,end,low_resolution,7.43,low_resolution/fearful/fearful_036_2.jpg
happy_023.mp4,7dc4b24006761b1079df95fb8a48317f.mp4,happy,start,low_resolution,2.4,low_resolution/happy/happy_023_1.jpg
happy_023.mp4,7dc4b24006761b1079df95fb8a48317f.mp4,happy,end,low_resolution,3.72,low_resolution/happy/happy_023_2.jpg
happy_024.mp4,7vMLhRtWJNs_000101,happy,start,low_resolution,2.82,low_resolution/happy/happy_024_1.jpg
happy_024.mp4,7vMLhRtWJNs_000101,happy,end,low_resolution,6.23,low_resolution/happy/happy_024_2.jpg
angry_019.mp4,83e5492067d3b299b7f41ab9085f3176,angry,start,low_resolution,0.66,low_resolution/angry/angry_019_1.jpg
angry_019.mp4,83e5492067d3b299b7f41ab9085f3176,angry,end,low_resolution,4.49,low_resolution/angry/angry_019_2.jpg
surprise_017.mp4,8730838-uhd_3840_2160_25fps.mp4,surprise,start,high_resolution,1.48,high_resolution/surprise/surprise_017_1.jpg
surprise_017.mp4,8730838-uhd_3840_2160_25fps.mp4,surprise,end,high_resolution,12.03,high_resolution/surprise/surprise_017_2.jpg
surprise_018.mp4,87eb250e509b7e3cb9139ea61ecedd5e,surprise,start,low_resolution,1.49,low_resolution/surprise/surprise_018_1.jpg
surprise_018.mp4,87eb250e509b7e3cb9139ea61ecedd5e,surprise,end,low_resolution,7.94,low_resolution/surprise/surprise_018_2.jpg
happy_025.mp4,8a1adf34449df030100761186707bdcd.mp4,happy,start,low_resolution,0.82,low_resolution/happy/happy_025_1.jpg
happy_025.mp4,8a1adf34449df030100761186707bdcd.mp4,happy,end,low_resolution,11.92,low_resolution/happy/happy_025_2.jpg
angry_020.mp4,8e367540966b31b19e080859a45c7464,angry,start,low_resolution,0.26,low_resolution/angry/angry_020_1.jpg
angry_020.mp4,8e367540966b31b19e080859a45c7464,angry,end,low_resolution,15.83,low_resolution/angry/angry_020_2.jpg
fearful_037.mp4,906dfa2b396057b5834a81e322e3dd1b,fearful,start,low_resolution,0.71,low_resolution/fearful/fearful_037_1.jpg
