video_name,source_video,emotion_release,annotator_1,emotion_1,annotator_2,emotion_2,agree,status
angry_034.mp4,IMG_8105.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_035.mp4,IMG_8106.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_036.mp4,IMG_8107.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_037.mp4,IMG_8108.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_038.mp4,IMG_8109.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_039.mp4,IMG_8110.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_040.mp4,IMG_8111.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_041.mp4,IMG_8112.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_042.mp4,IMG_8113.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_043.mp4,IMG_8114.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_044.mp4,IMG_8115.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_045.mov,IMG_8116.MOV,angry,danek,angry,,,,brak_drugiej_oceny
angry_046.mp4,IMG_8117.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_047.mp4,IMG_8118.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_048.mp4,IMG_8119.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_049.mp4,IMG_8120.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_050.mp4,IMG_8122.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_051.mp4,IMG_8124.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_052.mp4,IMG_8125.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_053.mp4,IMG_8126.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_054.mp4,IMG_8127.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_055.mp4,IMG_8128.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_056.mp4,IMG_8129.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_057.mp4,IMG_8130.MP4,angry,danek,angry,masha,angry,1,dwie_oceny_zgodne
angry_058.mp4,IMG_8131.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_059.mp4,IMG_8132.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_060.mp4,IMG_8133.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_061.mp4,IMG_8134.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_062.mp4,IMG_8135.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_063.mp4,IMG_8136.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_064.mp4,IMG_8137.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_065.mp4,IMG_8139.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_066.mp4,IMG_8140.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_067.mp4,IMG_8141.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_068.mp4,IMG_8142.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_069.mp4,IMG_8143.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_070.mp4,IMG_8144.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_071.mp4,IMG_8187.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_072.mp4,IMG_8188.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_073.mp4,IMG_8189.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_074.mp4,IMG_8190.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_075.mp4,IMG_8191.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_076.mp4,IMG_8192.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_077.mp4,IMG_8193.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_078.mp4,IMG_8194.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_079.mp4,IMG_8195.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_080.mp4,IMG_8196.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_081.mp4,IMG_8197.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_082.mp4,IMG_8198.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_083.mp4,IMG_8199.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_084.mp4,IMG_8200.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_085.mp4,IMG_8202.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_086.mp4,IMG_8203.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_087.mp4,IMG_8204.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_088.mp4,IMG_8205.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_089.mp4,IMG_8206.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_090.mp4,IMG_8207.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_091.mp4,IMG_8208.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_092.mp4,IMG_8209.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_093.mp4,IMG_8210.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_094.mp4,IMG_8211.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_095.mp4,IMG_8212.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_096.mp4,IMG_8213.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_097.mp4,IMG_8214.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_098.mp4,IMG_8215.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_099.mp4,IMG_8216.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_100.mp4,IMG_8217.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_101.mp4,IMG_8218.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_102.mp4,IMG_8219.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_103.mp4,IMG_8220.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_104.mp4,IMG_8221.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_105.mp4,IMG_8229.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_106.mp4,IMG_8230.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_107.mp4,IMG_8231.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_108.mp4,IMG_8232.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_109.mp4,IMG_8233.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_110.mp4,IMG_8234.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_111.mp4,IMG_8235.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_112.mp4,IMG_8238.MP4,angry,danek,angry,,,,brak_drugiej_oceny
angry_113.mp4,IMG_8239.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_114.mp4,IMG_8299.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_115.mp4,IMG_8300.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_116.mp4,IMG_8301.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_117.mp4,IMG_8302.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_118.mp4,IMG_8303.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_119.mp4,IMG_8308.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_120.mp4,IMG_8309.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_121.mp4,IMG_8310.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_122.mp4,IMG_8311.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_123.mp4,IMG_8312.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_124.mp4,IMG_8313.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_125.mp4,IMG_8314.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_126.mp4,IMG_8315.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_127.mp4,IMG_8316.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_128.mp4,IMG_8317.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_129.mp4,IMG_8318.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_130.mp4,IMG_8319.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_131.mp4,IMG_8320.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_132.mp4,IMG_8321.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_133.mp4,IMG_8322.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_134.mp4,IMG_8323.MP4,angry,masha,angry,,,,brak_drugiej_oceny
angry_135.mov,Old dog bares his teeth.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_136.mov,aggressive-dog-growling-and-baring-teeth-in-snow-2026-04-15-20-09-53-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_137.mov,aggressive-dog-growling-and-barking-in-snow-2026-01-08-15-37-16-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_138.mov,aggressive-dog-growls-outdoors-in-winter-snow-2026-09-16-16-40-34-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_139.mov,aggressive-dog-snarling-and-baring-teeth-in-winter-2026-09-16-17-37-44-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_140.mov,aggressive-small-dog-snarling-showing-teeth-2026-09-15-01-04-22-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_141.mp4,alert-boxer-dog-standing-in-grassy-yard-2025-12-17-12-20-44-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_142.mov,angry-dog-growling-and-baring-its-teeth-2026-09-16-17-33-44-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_143.mov,angry-fluffy-dog-lying-on-couch-2025-12-17-11-02-46-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_144.mp4,barking-doberman-pinscher-with-leash-aggressively-2025-12-18-01-48-13-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_145.mov,barking-dog-in-rural-setting-2026-09-16-05-56-53-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_146.mov,black-and-tan-dog-barks-in-close-up-2025-12-17-12-55-11-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_147.mp4,black-and-white-dog-lying-on-a-couch-2026-01-22-13-05-19-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_148.mp4,c6a08ace098eb25af45cec6e2bb4e632,angry,mafin,angry,,,,brak_drugiej_oceny
angry_149.mp4,cLDrSXhhPO8_000064.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_150.mp4,cLDrSXhhPO8_000528.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_151.mp4,cLDrSXhhPO8_000535,angry,danek,angry,,,,brak_drugiej_oceny
angry_152.mp4,cLDrSXhhPO8_001053,angry,danek,angry,,,,brak_drugiej_oceny
angry_153.mp4,cLDrSXhhPO8_002053.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_154.mp4,cbdf1ca81d78018280d7d3f28b88ec84,angry,mafin,angry,,,,brak_drugiej_oceny
angry_155.mp4,cf87ba31035d72922f61da7b3a6208d0,angry,mafin,angry,,,,brak_drugiej_oceny
angry_156.mov,close-up-of-a-black-and-brown-dog-howling-2026-09-16-03-49-23-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_157.mov,close-up-of-black-and-white-dog-s-face-2025-12-17-15-32-21-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_158.mov,close-up-of-dog-barking-aggressively-outdoors-2025-12-17-22-48-27-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_159.mp4,close-up-of-dog-howling-outside-brick-wall-2026-02-03-16-29-23-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_160.mov,close-up-of-golden-retriever-barking-2025-12-17-14-28-12-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_161.mov,close-up-of-white-dog-baring-teeth-2025-12-17-10-53-06-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_162.mp4,db70a377c23cc354cc5e70ee392a56ae,angry,masha,angry,,,,brak_drugiej_oceny
angry_163.mov,dog-bares-teeth-in-winter-2025-12-17-19-29-55-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_164.mov,dog-barking-behind-chain-link-fence-2025-12-18-00-01-26-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_165.mov,dog-barking-behind-wire-fence-in-rural-setting-2026-09-16-17-40-46-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_166.mov,dog-barking-close-up-on-white-background-2025-12-17-12-06-21-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_167.mov,dog-barking-outdoors-in-a-wooded-area-2026-09-16-08-44-08-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_168.mov,dog-barking-outdoors-in-rural-environment-2025-12-17-10-50-01-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_169.mov,dog-barks-and-runs-on-grassy-hillside-2026-09-16-09-15-43-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_170.mov,dog-barks-from-behind-suburban-fence-2026-09-16-15-05-16-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_171.mov,dog-barks-in-close-up-shot-2025-12-17-14-16-48-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_172.mp4,dog-barks-on-rug-wearing-pet-clothing-2025-12-17-17-23-55-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_173.mp4,dog-close-up-barks-in-the-forest-2026-01-22-02-38-37-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_174.mov,dog-eating-and-snarling-in-a-rural-setting-2025-12-17-11-26-54-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_175.mp4,dog-growling-on-leash-outdoors-during-the-day-2026-09-16-13-24-11-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_176.mp4,dog-growls-aggressively-outdoors-in-daytime-2026-09-16-17-51-23-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_177.mov,dog-lying-on-grass-panting-and-barking-2025-12-17-23-04-00-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_178.mov,dog-sits-on-director-s-chair-with-megaphone-2025-12-17-12-43-28-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_179.mov,dog-sitting-in-open-car-trunk-barking-2025-12-17-23-31-21-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_180.mp4,dog-sitting-on-a-couch-howling-2026-09-16-02-39-24-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_181.mov,dog-stands-in-yard-and-howls-2026-09-16-12-25-20-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_182.mp4,dog_31572934,angry,masha,angry,,,,brak_drugiej_oceny
angry_183.mp4,dog_34606039,angry,mafin,angry,,,,brak_drugiej_oceny
angry_184.mp4,dog_34850881,angry,danek,angry,,,,brak_drugiej_oceny
angry_185.mp4,dog_35290091,angry,danek,angry,,,,brak_drugiej_oceny
angry_186.mp4,dog_37689691,angry,masha,angry,,,,brak_drugiej_oceny
angry_187.mp4,dog_4070325,angry,masha,angry,,,,brak_drugiej_oceny
angry_188.mp4,dog_5496003,angry,mafin,angry,,,,brak_drugiej_oceny
angry_189.mp4,dog_5496004,angry,mafin,angry,,,,brak_drugiej_oceny
angry_190.mp4,dog_7684012,angry,masha,angry,,,,brak_drugiej_oceny
angry_191.mp4,dog_9421543,angry,mafin,angry,,,,brak_drugiej_oceny
angry_192.mp4,dogexpressions_7626775846874860830,angry,mafin,angry,,,,brak_drugiej_oceny
angry_193.mp4,doglife_7612523317215448350,angry,danek,angry,,,,brak_drugiej_oceny
angry_194.mp4,dogmood_7658441915523747085,angry,danek,angry,,,,brak_drugiej_oceny
angry_195.mp4,e11290ee485a88ea8e8e871b03abed0f,angry,danek,angry,,,,brak_drugiej_oceny
angry_196.mov,energetic-dog-runs-through-snowy-winter-forest-2025-12-17-18-00-53-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_197.mp4,excited-dog-panting-in-autumn-leaves-2026-01-21-05-35-42-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_198.mov,excited-dog-running-in-the-snow-2025-12-17-14-00-11-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_199.mp4,f13a6c9b62b40309da15dfd933bd908d,angry,danek,angry,,,,brak_drugiej_oceny
angry_200.mov,fluffy-white-dog-relaxing-on-cream-couch-2025-12-17-11-26-39-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_201.mov,german-shepherd-dog-baring-teeth-on-leash-2025-12-17-21-40-14-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_202.mov,german-shepherd-dog-barking-on-green-lawn-2026-09-16-13-39-28-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_203.mov,golden-labrador-dog-standing-on-green-lawn-2025-12-17-14-06-16-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_204.mov,golden-labrador-retriever-barks-outside-2025-12-17-14-06-16-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_205.mp4,gray-dog-howling-in-studio-close-up-2025-12-17-11-50-11-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_206.mp4,guard-dog-barking-with-another-dog-watching-2026-09-16-09-11-19-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_207.mp4,iawKNAvM0VM_000360,angry,masha,angry,,,,brak_drugiej_oceny
angry_208.mov,jack-russell-terrier-barking-in-the-park-2026-09-16-09-53-43-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_209.mov,jack-russell-terrier-barking-on-leash-in-fall-park-2026-09-16-05-57-17-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_210.mp4,jeuzkkFI_bs_000104,angry,mafin,angry,,,,brak_drugiej_oceny
angry_211.mp4,large-dog-on-leash-in-a-grassy-field-2026-09-16-03-50-19-utc.mp4,angry,masha,angry,,,,brak_drugiej_oceny
angry_212.mp4,magnific-2866278,angry,danek,angry,,,,brak_drugiej_oceny
angry_213.mp4,mixkit-101224__girl-loving-her-dog,angry,danek,angry,,,,brak_drugiej_oceny
angry_214.mp4,mixkit-14702__dog-playing-with-wooden-stick,angry,danek,angry,,,,brak_drugiej_oceny
angry_215.mp4,mixkit-1657__person-carrying-a-little-dog,angry,danek,angry,,,,brak_drugiej_oceny
angry_216.mp4,mixkit-32330__dog-barking-behind-a-wire-fence,angry,mafin,angry,,,,brak_drugiej_oceny
angry_217.mp4,mixkit-45827__dog-playing-with-a-stick-with-his-owner-in-the,angry,mafin,angry,,,,brak_drugiej_oceny
angry_218.mp4,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,angry,anton,angry,,,,brak_drugiej_oceny
angry_219.mp4,mixkit-48947__angry-german-shepherd-barking-aggressively,angry,masha,angry,,,,brak_drugiej_oceny
angry_220.mp4,mixkit-48948__angry-dog-barking-aggressively-next-to-a-break-wall,angry,mafin,angry,,,,brak_drugiej_oceny
angry_221.mp4,o8zoo0FJkUY_84600_0013.mp4,angry,danek,angry,,,,brak_drugiej_oceny
angry_222.mp4,pixabay_109611,angry,masha,angry,,,,brak_drugiej_oceny
angry_223.mov,reddish-brown-dog-close-up-staring-off-to-side-2026-03-12-19-43-54-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_224.mp4,segment_long_16404081_12,angry,danek,angry,,,,brak_drugiej_oceny
angry_225.mp4,segment_long_9507458_168,angry,danek,angry,,,,brak_drugiej_oceny
angry_226.mov,small-white-dog-growling-in-studio-setting-2026-09-16-01-20-16-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_227.mov,small-white-dog-sitting-on-chair-showing-teeth-2026-09-16-10-07-05-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_228.mov,two-alert-dogs-barking-outdoors-in-daytime-2025-12-18-01-58-58-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_229.mov,two-dogs-barking-and-standing-in-nature-2025-12-17-13-02-12-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_230.mov,wet-light-brown-dog-barks-in-grassy-field-2025-12-17-14-06-17-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_231.mov,white-and-brown-stray-dog-barking-on-the-streets-o-2025-12-17-14-19-25-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_232.mov,white-and-brown-stray-dog-barking-on-the-streets-o-2025-12-17-14-47-20-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_233.mov,woman-holds-dog-s-paw-on-gray-couch-2025-12-17-20-22-03-utc.mov,angry,masha,angry,,,,brak_drugiej_oceny
angry_234.mp4,youtube_angry dog growling_Ff2VrM7C3Xs,angry,danek,angry,,,,brak_drugiej_oceny
angry_235.mp4,youtube_angry dog growling_G-g2cmDBiIU,angry,masha,angry,,,,brak_drugiej_oceny
angry_236.mp4,youtube_angry dog growling_H9i80YtrfgI,angry,mafin,angry,,,,brak_drugiej_oceny
angry_237.mp4,youtube_angry dog growling_IXZF1Gb0Qw8,angry,mafin,angry,,,,brak_drugiej_oceny
angry_238.mp4,youtube_angry dog growling_RFLmxKd2xoQ,angry,masha,angry,,,,brak_drugiej_oceny
angry_239.mp4,youtube_angry dog growling_ewZVPFpNPCU,angry,mafin,angry,,,,brak_drugiej_oceny
angry_240.mp4,youtube_angry dog growling_zkqRL5YoFZE,angry,danek,angry,,,,brak_drugiej_oceny
angry_241.mp4,youtube_cute dog face closeup_ZKGD8VBMl50,angry,mafin,angry,,,,brak_drugiej_oceny
angry_242.mp4,youtube_happy dog smiling_3uszZBMuxlE,angry,danek,angry,,,,brak_drugiej_oceny
angry_243.mp4,youtube_happy dog smiling_g2F2vLKZqfM,angry,masha,angry,,,,brak_drugiej_oceny
fearful_001.mp4,.trashed-1792267605-1fa0111d21a3c1559af5f4e27c750fa0_1_1.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_002.mp4,.trashed-1792267620-09e22ac2101a647095f286a3d2a4811d_1_1.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_003.mp4,.trashed-1792267656-7d1ce6504456322aa6a1a041237c45f8_1_1.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_004.mp4,.trashed-1792268361-b09459c7cc473bddd617ec878e35e0c1.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_005.mp4,.trashed-1792268557-2490703a15a1c397b203ecdd4df9da31.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_006.mp4,.trashed-1792268689-f61593297fb22f7751b31eb5136f62b6.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_007.mp4,.trashed-1792268967-783b949a0ede7f7cd59f08ae98eaaaf0.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_008.mp4,.trashed-1792269115-1ec5b20ba168cc101752f1b3af156c11.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_009.mp4,.trashed-1792269171-857ac5b642ca42a6739dcb3df6b005d5.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_010.mp4,0275a3a616805eebc617d33e05de50b6.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_011.mp4,0391ad757cd6716aa420052e0821721d.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_012.mp4,09e22ac2101a647095f286a3d2a4811d.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_013.mp4,10936490-hd_1080_1920_30fps.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_014.mp4,12488565_1080_1920_30fps.mp4,fearful,anton,fearful,,,,brak_drugiej_oceny
fearful_015.mp4,13F3FFpKs5s_000021,fearful,masha,fearful,,,,brak_drugiej_oceny
