video_name,emotion,resolution_tier,source_video,video_width,video_height,content_width,content_height,blurred_bars,frame_start,frame_end,drive_path,drive_file_id
angry_014.mp4,angry,low_resolution,62c61aa6ec774b9680a0d9018d9d5c3e,576,1024,576,1024,,low_resolution/angry/angry_014_1.jpg,low_resolution/angry/angry_014_2.jpg,DATASET_final_videos/low_resolution/angry/angry_014.mp4,1WfkU242ye05xZvtR_yv3Yx17wEMewAzG
angry_015.mov,angry,high_resolution,6_c29iYWthIHRyeWFwa2EgMg.mov,1920,1080,1920,1080,,high_resolution/angry/angry_015_1.jpg,high_resolution/angry/angry_015_2.jpg,DATASET_final_videos/high_resolution/angry/angry_015.mov,1GGAhRTcDBYipIRMKAtxzuUgoI8YSZteU
angry_016.mp4,angry,low_resolution,7187c65be27a9eb784de0c797e3ab93c,576,1024,576,1024,,low_resolution/angry/angry_016_1.jpg,low_resolution/angry/angry_016_2.jpg,DATASET_final_videos/low_resolution/angry/angry_016.mp4,1yVUQmfmXUmAO02hx8nDfuUe8mO9HXhnG
angry_017.mp4,angry,low_resolution,7a719ddbb15ada42733afe2d847d2152,576,1024,576,1024,,low_resolution/angry/angry_017_1.jpg,low_resolution/angry/angry_017_2.jpg,DATASET_final_videos/low_resolution/angry/angry_017.mp4,1TddlZ0a1MmhGxhStmELkkFfg2jX-vAni
angry_018.mp4,angry,low_resolution,7b80a68911c0bafb014bf4d4cc1cd61b,576,1024,576,1024,,low_resolution/angry/angry_018_1.jpg,low_resolution/angry/angry_018_2.jpg,DATASET_final_videos/low_resolution/angry/angry_018.mp4,14ua-nH7bD-d8kPtj2lNTJizqHwuQPKHW
angry_019.mp4,angry,low_resolution,83e5492067d3b299b7f41ab9085f3176,576,1024,576,1024,,low_resolution/angry/angry_019_1.jpg,low_resolution/angry/angry_019_2.jpg,DATASET_final_videos/low_resolution/angry/angry_019.mp4,1Xch86Hj5OP4hTxL-HRL_4UrYup6W6K5S
angry_020.mp4,angry,low_resolution,8e367540966b31b19e080859a45c7464,576,1024,576,1024,,low_resolution/angry/angry_020_1.jpg,low_resolution/angry/angry_020_2.jpg,DATASET_final_videos/low_resolution/angry/angry_020.mp4,1v8cCuvSS5U3GmDAtQr2Aa5MA1J_W9Fzk
angry_021.mp4,angry,low_resolution,9cd1fd9fa559fe7bc1fabeb08e689cda,576,1024,576,1024,,low_resolution/angry/angry_021_1.jpg,low_resolution/angry/angry_021_2.jpg,DATASET_final_videos/low_resolution/angry/angry_021.mp4,1nXVKwXMR23LJ_vLexBVTAfcliN7f-M77
angry_022.mp4,angry,low_resolution,9f66c75da00cc8f18c07a8ba92a0b6fa,576,1024,576,1024,,low_resolution/angry/angry_022_1.jpg,low_resolution/angry/angry_022_2.jpg,DATASET_final_videos/low_resolution/angry/angry_022.mp4,1LQrYqhOqVAen5tlKlr4ReOI_ONzxbfr4
angry_023.mp4,angry,low_resolution,IMG_8093.MP4,464,848,464,848,,low_resolution/angry/angry_023_1.jpg,low_resolution/angry/angry_023_2.jpg,DATASET_final_videos/low_resolution/angry/angry_023.mp4,1DXx5UQcoy3nMr6Eev2HweICZ8Q1SqET_
angry_024.mp4,angry,low_resolution,IMG_8094.MP4,464,848,464,848,,low_resolution/angry/angry_024_1.jpg,low_resolution/angry/angry_024_2.jpg,DATASET_final_videos/low_resolution/angry/angry_024.mp4,1Rqg47CM-q6JRxQ4LS4aQU4WeAHLdkm3Q
angry_025.mp4,angry,low_resolution,IMG_8095.MP4,464,848,464,848,,low_resolution/angry/angry_025_1.jpg,low_resolution/angry/angry_025_2.jpg,DATASET_final_videos/low_resolution/angry/angry_025.mp4,1A9AMdDjz4JutELleETHU99_7DtZtt-C5
angry_026.mp4,angry,low_resolution,IMG_8096.MP4,464,848,464,848,,low_resolution/angry/angry_026_1.jpg,low_resolution/angry/angry_026_2.jpg,DATASET_final_videos/low_resolution/angry/angry_026.mp4,1qNVK6HKsiPuOFFDN_QDpKmM7BxbM-Tnb
angry_027.mp4,angry,low_resolution,IMG_8097.MP4,464,848,464,848,,low_resolution/angry/angry_027_1.jpg,low_resolution/angry/angry_027_2.jpg,DATASET_final_videos/low_resolution/angry/angry_027.mp4,1s1_Mc7r-1kdoJEs8AJ6MR6iQW1-d3YGa
angry_028.mp4,angry,low_resolution,IMG_8099.MP4,464,848,464,848,,low_resolution/angry/angry_028_1.jpg,low_resolution/angry/angry_028_2.jpg,DATASET_final_videos/low_resolution/angry/angry_028.mp4,1msifmUgfNUKnTAnqmLdKK5YG8X9Kz2Fm
angry_029.mp4,angry,low_resolution,IMG_8100.MP4,464,848,464,848,,low_resolution/angry/angry_029_1.jpg,low_resolution/angry/angry_029_2.jpg,DATASET_final_videos/low_resolution/angry/angry_029.mp4,1xHORGOtW9a7dakR9bE5F7aiOZYp81CB6
angry_030.mp4,angry,low_resolution,IMG_8101.MP4,464,848,464,848,,low_resolution/angry/angry_030_1.jpg,low_resolution/angry/angry_030_2.jpg,DATASET_final_videos/low_resolution/angry/angry_030.mp4,1WJB4-8QwbuW_ZFawVQLOAFWq4WiOtq3M
angry_031.mp4,angry,low_resolution,IMG_8102.MP4,464,848,464,848,,low_resolution/angry/angry_031_1.jpg,low_resolution/angry/angry_031_2.jpg,DATASET_final_videos/low_resolution/angry/angry_031.mp4,1ox4P4dcZNPpjd1BU3pg34bUtrdRvt8ug
angry_032.mp4,angry,low_resolution,IMG_8103.MP4,464,848,464,848,,low_resolution/angry/angry_032_1.jpg,low_resolution/angry/angry_032_2.jpg,DATASET_final_videos/low_resolution/angry/angry_032.mp4,1vp7_YsmsSI15w8T20RAdB96vQdbfKW8g
angry_033.mp4,angry,low_resolution,IMG_8104.MP4,464,848,464,848,,low_resolution/angry/angry_033_1.jpg,low_resolution/angry/angry_033_2.jpg,DATASET_final_videos/low_resolution/angry/angry_033.mp4,1TRB4DClb_PqaBB6upCZqB_J3254RiH9S
angry_034.mp4,angry,low_resolution,IMG_8105.MP4,528,848,528,848,,low_resolution/angry/angry_034_1.jpg,low_resolution/angry/angry_034_2.jpg,DATASET_final_videos/low_resolution/angry/angry_034.mp4,1eP7xXCKa89k8kEAjAX-IQCJMY_AjIIhL
angry_035.mp4,angry,low_resolution,IMG_8106.MP4,464,848,464,848,,low_resolution/angry/angry_035_1.jpg,low_resolution/angry/angry_035_2.jpg,DATASET_final_videos/low_resolution/angry/angry_035.mp4,1lsp_a-rSxgmGOk9LtIJ_pjlxhPFZJ_qu
angry_036.mp4,angry,low_resolution,IMG_8107.MP4,464,848,464,848,,low_resolution/angry/angry_036_1.jpg,low_resolution/angry/angry_036_2.jpg,DATASET_final_videos/low_resolution/angry/angry_036.mp4,1zmnLwK_BlqpV1AuEHR8ymIdJ8ASWh_ls
angry_037.mp4,angry,low_resolution,IMG_8108.MP4,464,848,464,848,,low_resolution/angry/angry_037_1.jpg,low_resolution/angry/angry_037_2.jpg,DATASET_final_videos/low_resolution/angry/angry_037.mp4,10ZbQ_MtsvANR5oy1XqGAG11UiMqVuOk8
angry_038.mp4,angry,low_resolution,IMG_8109.MP4,464,848,464,848,,low_resolution/angry/angry_038_1.jpg,low_resolution/angry/angry_038_2.jpg,DATASET_final_videos/low_resolution/angry/angry_038.mp4,1_p8jEv4-PcPB-2Fff6ctzj-1tPL94ylG
angry_039.mp4,angry,low_resolution,IMG_8110.MP4,464,848,464,848,,low_resolution/angry/angry_039_1.jpg,low_resolution/angry/angry_039_2.jpg,DATASET_final_videos/low_resolution/angry/angry_039.mp4,1IKwPCxqhwEZFjsX6oJeH20wg99F-RUsy
angry_040.mp4,angry,low_resolution,IMG_8111.MP4,848,464,848,464,,low_resolution/angry/angry_040_1.jpg,low_resolution/angry/angry_040_2.jpg,DATASET_final_videos/low_resolution/angry/angry_040.mp4,1dBq_Rtwtj4YOBslOGRdhbyjncepE11xB
angry_041.mp4,angry,low_resolution,IMG_8112.MP4,464,848,464,848,,low_resolution/angry/angry_041_1.jpg,low_resolution/angry/angry_041_2.jpg,DATASET_final_videos/low_resolution/angry/angry_041.mp4,1YYP1AD0JtgY0BU9GcDN-efklth0X2zaP
angry_042.mp4,angry,low_resolution,IMG_8113.MP4,464,848,464,848,,low_resolution/angry/angry_042_1.jpg,low_resolution/angry/angry_042_2.jpg,DATASET_final_videos/low_resolution/angry/angry_042.mp4,1qAOOHKv1j7gyXavKR52T9pnzUi3lXezG
angry_043.mp4,angry,low_resolution,IMG_8114.MP4,480,848,480,848,,low_resolution/angry/angry_043_1.jpg,low_resolution/angry/angry_043_2.jpg,DATASET_final_videos/low_resolution/angry/angry_043.mp4,1Urw32PgFa8qLbBU8kk9tY43tlxMgVOI_
angry_044.mp4,angry,low_resolution,IMG_8115.MP4,464,848,464,848,,low_resolution/angry/angry_044_1.jpg,low_resolution/angry/angry_044_2.jpg,DATASET_final_videos/low_resolution/angry/angry_044.mp4,18ghbRrTOlca2bHqv2XUF0PaGq-yt1Hsy
angry_045.mov,angry,low_resolution,IMG_8116.MOV,464,848,464,848,,low_resolution/angry/angry_045_1.jpg,low_resolution/angry/angry_045_2.jpg,DATASET_final_videos/low_resolution/angry/angry_045.mov,1Li9TwJx4lRL3fV9ut6JwR45hvBlYnsSQ
angry_046.mp4,angry,low_resolution,IMG_8117.MP4,464,848,464,848,,low_resolution/angry/angry_046_1.jpg,low_resolution/angry/angry_046_2.jpg,DATASET_final_videos/low_resolution/angry/angry_046.mp4,1oQKNE-MeWYUDRnt3vWziXHoQxUus_9Gj
angry_047.mp4,angry,low_resolution,IMG_8118.MP4,464,848,464,848,,low_resolution/angry/angry_047_1.jpg,low_resolution/angry/angry_047_2.jpg,DATASET_final_videos/low_resolution/angry/angry_047.mp4,1LC-KEpxvo7l9CCuEWcEwF0IzDKpp3YSt
angry_048.mp4,angry,low_resolution,IMG_8119.MP4,464,848,464,848,,low_resolution/angry/angry_048_1.jpg,low_resolution/angry/angry_048_2.jpg,DATASET_final_videos/low_resolution/angry/angry_048.mp4,1d7W9RstTo-gYXtW0E57tz3dL38qXtv2L
angry_049.mp4,angry,low_resolution,IMG_8120.MP4,480,640,480,640,,low_resolution/angry/angry_049_1.jpg,low_resolution/angry/angry_049_2.jpg,DATASET_final_videos/low_resolution/angry/angry_049.mp4,13d8wuLh2pTsw87qkQyGrFLhVePZPhCp9
angry_050.mp4,angry,low_resolution,IMG_8122.MP4,464,848,464,848,,low_resolution/angry/angry_050_1.jpg,low_resolution/angry/angry_050_2.jpg,DATASET_final_videos/low_resolution/angry/angry_050.mp4,1uLalttqfZHkk39Gy0lbZnNFBAsl2b2EE
angry_051.mp4,angry,low_resolution,IMG_8124.MP4,464,848,464,848,,low_resolution/angry/angry_051_1.jpg,low_resolution/angry/angry_051_2.jpg,DATASET_final_videos/low_resolution/angry/angry_051.mp4,1OTouJlMMFaWNScLTLyVPNmVbJRWXHesO
angry_052.mp4,angry,low_resolution,IMG_8125.MP4,464,848,464,848,,low_resolution/angry/angry_052_1.jpg,low_resolution/angry/angry_052_2.jpg,DATASET_final_videos/low_resolution/angry/angry_052.mp4,1TI6HdQnvIFESQUJPeaD8Ksrdd5qbf0fL
angry_053.mp4,angry,low_resolution,IMG_8126.MP4,464,848,464,848,,low_resolution/angry/angry_053_1.jpg,low_resolution/angry/angry_053_2.jpg,DATASET_final_videos/low_resolution/angry/angry_053.mp4,1WwNSPZRb-S39-X8FW_55lEimZn2gJB5l
angry_054.mp4,angry,low_resolution,IMG_8127.MP4,464,848,464,848,,low_resolution/angry/angry_054_1.jpg,low_resolution/angry/angry_054_2.jpg,DATASET_final_videos/low_resolution/angry/angry_054.mp4,1uKuawzOVToDfv-S7PUAXp9e3vQh_LAW6
angry_055.mp4,angry,low_resolution,IMG_8128.MP4,464,848,464,848,,low_resolution/angry/angry_055_1.jpg,low_resolution/angry/angry_055_2.jpg,DATASET_final_videos/low_resolution/angry/angry_055.mp4,1MXh3j6YKEu1trA8Cdfl8aZ67p7yZUf51
angry_056.mp4,angry,low_resolution,IMG_8129.MP4,464,848,464,848,,low_resolution/angry/angry_056_1.jpg,low_resolution/angry/angry_056_2.jpg,DATASET_final_videos/low_resolution/angry/angry_056.mp4,1u6zbq8JHPSdj3zjeRGSOB3ni-ELukori
angry_057.mp4,angry,low_resolution,IMG_8130.MP4,448,848,448,848,,low_resolution/angry/angry_057_1.jpg,low_resolution/angry/angry_057_2.jpg,DATASET_final_videos/low_resolution/angry/angry_057.mp4,1pMvvnIdwEVvZ3qzTaxMZYvMiU-Cz7kwH
angry_058.mp4,angry,low_resolution,IMG_8131.MP4,464,848,464,848,,low_resolution/angry/angry_058_1.jpg,low_resolution/angry/angry_058_2.jpg,DATASET_final_videos/low_resolution/angry/angry_058.mp4,1EO7kfWg40W8mgbglqizslMV0fIdGrz7-
angry_059.mp4,angry,low_resolution,IMG_8132.MP4,464,848,464,848,,low_resolution/angry/angry_059_1.jpg,low_resolution/angry/angry_059_2.jpg,DATASET_final_videos/low_resolution/angry/angry_059.mp4,1Q6b-VTSxdkvzLf9499xDz2FwRBzuh5hF
angry_060.mp4,angry,low_resolution,IMG_8133.MP4,464,848,464,848,,low_resolution/angry/angry_060_1.jpg,low_resolution/angry/angry_060_2.jpg,DATASET_final_videos/low_resolution/angry/angry_060.mp4,1I6qfyrgiJr-ukWhB5c4r3ivBfLNB_oH4
angry_061.mp4,angry,low_resolution,IMG_8134.MP4,464,848,464,848,,low_resolution/angry/angry_061_1.jpg,low_resolution/angry/angry_061_2.jpg,DATASET_final_videos/low_resolution/angry/angry_061.mp4,1KCLr0Euk5IMpnOmYannBTbOG8zgPuPcj
angry_062.mp4,angry,low_resolution,IMG_8135.MP4,464,848,464,848,,low_resolution/angry/angry_062_1.jpg,low_resolution/angry/angry_062_2.jpg,DATASET_final_videos/low_resolution/angry/angry_062.mp4,1pRKgkq0ox7JpZhl2KZKHzEkPrJLaFx5D
angry_063.mp4,angry,low_resolution,IMG_8136.MP4,464,848,464,848,,low_resolution/angry/angry_063_1.jpg,low_resolution/angry/angry_063_2.jpg,DATASET_final_videos/low_resolution/angry/angry_063.mp4,1BZTeKW9axDm1BUZWHAlSqF7W3KKwFYJ4
angry_064.mp4,angry,high_resolution,IMG_8137.MP4,720,1280,720,1280,,high_resolution/angry/angry_064_1.jpg,high_resolution/angry/angry_064_2.jpg,DATASET_final_videos/high_resolution/angry/angry_064.mp4,161d2xKaFi6qP36pYsQJH-Rp7IdRu_eG_
angry_065.mp4,angry,low_resolution,IMG_8139.MP4,464,848,464,848,,low_resolution/angry/angry_065_1.jpg,low_resolution/angry/angry_065_2.jpg,DATASET_final_videos/low_resolution/angry/angry_065.mp4,1udkaals5pndF3z62sI6-8ysy_7h2DGB2
angry_066.mp4,angry,low_resolution,IMG_8140.MP4,480,848,480,848,,low_resolution/angry/angry_066_1.jpg,low_resolution/angry/angry_066_2.jpg,DATASET_final_videos/low_resolution/angry/angry_066.mp4,11ckv0T0qKVNhK4-PMsOfOXMhlc0N2IuI
angry_067.mp4,angry,low_resolution,IMG_8141.MP4,848,464,848,464,,low_resolution/angry/angry_067_1.jpg,low_resolution/angry/angry_067_2.jpg,DATASET_final_videos/low_resolution/angry/angry_067.mp4,1l8R7XE75snMJVnpNKPbc6KBVV1RMdjMr
angry_068.mp4,angry,low_resolution,IMG_8142.MP4,640,1280,640,1280,,low_resolution/angry/angry_068_1.jpg,low_resolution/angry/angry_068_2.jpg,DATASET_final_videos/low_resolution/angry/angry_068.mp4,14mehLhjGb9HvjdXgkV9RE27CnC4ljl9H
angry_069.mp4,angry,low_resolution,IMG_8143.MP4,656,1280,656,1280,,low_resolution/angry/angry_069_1.jpg,low_resolution/angry/angry_069_2.jpg,DATASET_final_videos/low_resolution/angry/angry_069.mp4,1YxLOES4cLM2UwJrUAzvoADibBN5vvca0
angry_070.mp4,angry,low_resolution,IMG_8144.MP4,464,848,464,848,,low_resolution/angry/angry_070_1.jpg,low_resolution/angry/angry_070_2.jpg,DATASET_final_videos/low_resolution/angry/angry_070.mp4,1GQ4Vbs9wLWnJx6BtsaDhvX3DVB877Cl5
angry_071.mp4,angry,low_resolution,IMG_8187.MP4,464,848,464,848,,low_resolution/angry/angry_071_1.jpg,low_resolution/angry/angry_071_2.jpg,DATASET_final_videos/low_resolution/angry/angry_071.mp4,1nSRYYwklvR-9nyw6dbZ6C6goVKhmH8pZ
angry_072.mp4,angry,low_resolution,IMG_8188.MP4,464,848,464,848,,low_resolution/angry/angry_072_1.jpg,low_resolution/angry/angry_072_2.jpg,DATASET_final_videos/low_resolution/angry/angry_072.mp4,1TQLXzpp285gP_icIyN0hBJlCfVbqrv6S
angry_073.mp4,angry,low_resolution,IMG_8189.MP4,464,848,464,848,,low_resolution/angry/angry_073_1.jpg,low_resolution/angry/angry_073_2.jpg,DATASET_final_videos/low_resolution/angry/angry_073.mp4,1XBirQJzAcdboNdJ5XwwabS5PeDfKJYIv
angry_074.mp4,angry,low_resolution,IMG_8190.MP4,464,848,464,848,,low_resolution/angry/angry_074_1.jpg,low_resolution/angry/angry_074_2.jpg,DATASET_final_videos/low_resolution/angry/angry_074.mp4,1IQIQDqY24NsKO_zgvQrOxGA9ATNTIjjG
angry_075.mp4,angry,low_resolution,IMG_8191.MP4,464,848,464,848,,low_resolution/angry/angry_075_1.jpg,low_resolution/angry/angry_075_2.jpg,DATASET_final_videos/low_resolution/angry/angry_075.mp4,14ntuGXSz6BHU6n6kdE3y0O2QavzwOdP_
angry_076.mp4,angry,low_resolution,IMG_8192.MP4,464,848,464,848,,low_resolution/angry/angry_076_1.jpg,low_resolution/angry/angry_076_2.jpg,DATASET_final_videos/low_resolution/angry/angry_076.mp4,1jZ9dZh9q4ISBoK8MRwfPJ6bSzMVP9IqD
angry_077.mp4,angry,low_resolution,IMG_8193.MP4,464,848,464,848,,low_resolution/angry/angry_077_1.jpg,low_resolution/angry/angry_077_2.jpg,DATASET_final_videos/low_resolution/angry/angry_077.mp4,1Dh1ODdXYtBSqJSmNIW6ZVNAFEnwa0Vi_
angry_078.mp4,angry,low_resolution,IMG_8194.MP4,464,848,464,848,,low_resolution/angry/angry_078_1.jpg,low_resolution/angry/angry_078_2.jpg,DATASET_final_videos/low_resolution/angry/angry_078.mp4,1gKd5r72JWy61uYBPkb6savLBL0VoXym5
angry_079.mp4,angry,low_resolution,IMG_8195.MP4,464,848,464,848,,low_resolution/angry/angry_079_1.jpg,low_resolution/angry/angry_079_2.jpg,DATASET_final_videos/low_resolution/angry/angry_079.mp4,159poHAauvVCDKhKByQDSDcIRug7wIMHv
angry_080.mp4,angry,low_resolution,IMG_8196.MP4,464,848,464,848,,low_resolution/angry/angry_080_1.jpg,low_resolution/angry/angry_080_2.jpg,DATASET_final_videos/low_resolution/angry/angry_080.mp4,1Gj9V3X-7XgDwObhzwfF-tBHigtbjds-n
angry_081.mp4,angry,low_resolution,IMG_8197.MP4,464,848,464,848,,low_resolution/angry/angry_081_1.jpg,low_resolution/angry/angry_081_2.jpg,DATASET_final_videos/low_resolution/angry/angry_081.mp4,1avZTmj9Y6xXkI2gMmqxvk1OyoOOZszfS
angry_082.mp4,angry,low_resolution,IMG_8198.MP4,464,848,464,848,,low_resolution/angry/angry_082_1.jpg,low_resolution/angry/angry_082_2.jpg,DATASET_final_videos/low_resolution/angry/angry_082.mp4,1mFAH94EmjRBngiZEUR83Tl2SIgkLSRzu
angry_083.mp4,angry,low_resolution,IMG_8199.MP4,464,848,464,848,,low_resolution/angry/angry_083_1.jpg,low_resolution/angry/angry_083_2.jpg,DATASET_final_videos/low_resolution/angry/angry_083.mp4,1SFOi6mNMFGWfOMWAQF2cDzZEsGSAY_x9
angry_084.mp4,angry,low_resolution,IMG_8200.MP4,464,848,464,848,,low_resolution/angry/angry_084_1.jpg,low_resolution/angry/angry_084_2.jpg,DATASET_final_videos/low_resolution/angry/angry_084.mp4,16yre-oo93hOsSlnB_YPE1KGLFNa6ETOs
angry_085.mp4,angry,low_resolution,IMG_8202.MP4,544,848,544,848,,low_resolution/angry/angry_085_1.jpg,low_resolution/angry/angry_085_2.jpg,DATASET_final_videos/low_resolution/angry/angry_085.mp4,1fPkqbZY4PKDF6XdohZqv2DzAHFTAhqPt
angry_086.mp4,angry,low_resolution,IMG_8203.MP4,464,848,464,848,,low_resolution/angry/angry_086_1.jpg,low_resolution/angry/angry_086_2.jpg,DATASET_final_videos/low_resolution/angry/angry_086.mp4,1hkSee4z7hGlK6fziiJZUeXgZjPm9TlUH
angry_087.mp4,angry,low_resolution,IMG_8204.MP4,464,848,464,848,,low_resolution/angry/angry_087_1.jpg,low_resolution/angry/angry_087_2.jpg,DATASET_final_videos/low_resolution/angry/angry_087.mp4,1EON8vsgpdDcvfz_bNUUlaX299z-SFXTV
angry_088.mp4,angry,low_resolution,IMG_8205.MP4,464,848,464,848,,low_resolution/angry/angry_088_1.jpg,low_resolution/angry/angry_088_2.jpg,DATASET_final_videos/low_resolution/angry/angry_088.mp4,1qlfai1QvYeM_c6V_R2HtA5k6e2GcIhlr
angry_089.mp4,angry,low_resolution,IMG_8206.MP4,464,848,464,848,,low_resolution/angry/angry_089_1.jpg,low_resolution/angry/angry_089_2.jpg,DATASET_final_videos/low_resolution/angry/angry_089.mp4,1n2CUJO_JuPhNYmytACxVL1ZPY4jLcUYR
angry_090.mp4,angry,low_resolution,IMG_8207.MP4,464,848,464,848,,low_resolution/angry/angry_090_1.jpg,low_resolution/angry/angry_090_2.jpg,DATASET_final_videos/low_resolution/angry/angry_090.mp4,1fN3sO6Hp2HCchXWsy4F9Q5E_mn8pGFEi
angry_091.mp4,angry,low_resolution,IMG_8208.MP4,464,848,464,848,,low_resolution/angry/angry_091_1.jpg,low_resolution/angry/angry_091_2.jpg,DATASET_final_videos/low_resolution/angry/angry_091.mp4,1dVE6BH_7vi73cmKYsTfRFXevebG5HP8A
angry_092.mp4,angry,low_resolution,IMG_8209.MP4,464,848,464,848,,low_resolution/angry/angry_092_1.jpg,low_resolution/angry/angry_092_2.jpg,DATASET_final_videos/low_resolution/angry/angry_092.mp4,1V4yE5DinWcTFdUQ-z629MQLHnz7J4QJH
angry_093.mp4,angry,low_resolution,IMG_8210.MP4,464,848,464,848,,low_resolution/angry/angry_093_1.jpg,low_resolution/angry/angry_093_2.jpg,DATASET_final_videos/low_resolution/angry/angry_093.mp4,1ZMktO915kviZCXBmiSHxH2fgAsZ2dLh2
angry_094.mp4,angry,low_resolution,IMG_8211.MP4,464,848,464,848,,low_resolution/angry/angry_094_1.jpg,low_resolution/angry/angry_094_2.jpg,DATASET_final_videos/low_resolution/angry/angry_094.mp4,1klJ8m7j1UOWvh2_tzT2hN-u4UrkEFTYO
angry_095.mp4,angry,low_resolution,IMG_8212.MP4,464,848,464,848,,low_resolution/angry/angry_095_1.jpg,low_resolution/angry/angry_095_2.jpg,DATASET_final_videos/low_resolution/angry/angry_095.mp4,1aBD9j3c-sT1HIBwsxpb7EihQo-p4uuWS
angry_096.mp4,angry,low_resolution,IMG_8213.MP4,464,848,464,848,,low_resolution/angry/angry_096_1.jpg,low_resolution/angry/angry_096_2.jpg,DATASET_final_videos/low_resolution/angry/angry_096.mp4,1oS6vgyPsU9UHh_CW97Gb7PPsftKWW14A
angry_097.mp4,angry,low_resolution,IMG_8214.MP4,464,848,464,848,,low_resolution/angry/angry_097_1.jpg,low_resolution/angry/angry_097_2.jpg,DATASET_final_videos/low_resolution/angry/angry_097.mp4,1ber_6Xx42LWXJe0LcS46U2Rxgq24uw97
angry_098.mp4,angry,low_resolution,IMG_8215.MP4,464,848,464,848,,low_resolution/angry/angry_098_1.jpg,low_resolution/angry/angry_098_2.jpg,DATASET_final_videos/low_resolution/angry/angry_098.mp4,1gxtBjwIEaUi-KLXcnhz2snxkBrhe6cLe
